Desc Bibliothèque;Desc Statut Exemplaire;ID Statut Exemplaire;Titre;No de Notice BIB;Desc4;Desc5;Auteur;Date Publication;Desc Format
BU St-Jean;En rayon;19;A^cross-cultural summary;78690;PPN084130695;;;1967;Books
BU St-Jean;En rayon;19;A^day in the life of a Victorian farm worker;140371;PPN142854549;;Huggett, Frank Edward;1972;Books
BU St-Jean;En rayon;19;A^deontology of industrialisation and world trade;195649;PPN008913609;;Voiculescu, Dan;1990;Books
BU St-Jean;En rayon;19;A^dictionary of Ngizim;219858;PPN008700427;;Schuh, Russel G.;1981;Books
BU St-Jean;En rayon;19;A^dictionary of the social sciences;76940;PPN058053301;;;1964;Books
BU St-Jean;En rayon;19;A^dynamic theory of personality;79103;PPN005157285;;Lewin, Kurt (1890-1947);1935;Books
BU St-Jean;En rayon;19;A^framework for marketing management;398531;PPN134170288;;Kotler, Philip (1931-....);2009;Books
BU St-Jean;En rayon;19;A^framework for marketing management;424570;PPN232715734;;Kotler, Philip (1931-....);2009;Books
BU St-Jean;En rayon;19;A^full-immersion course on the landscape;75823;PPN092785026;;Union des avocats européens. Université d'été 1 2004 Inverigo, Côme (Italie);2005;Books
BU St-Jean;En rayon;19;A^guide to entrepreneurship;408864;PPN23164745X;;Oates, David (19..-....) (journaliste);2006;Books
BU St-Jean;En rayon;19;A^guide to international monetary economics;1787;PPN004023447;;Visser, Hans;1994;Books
BU St-Jean;En rayon;19;A^guide to the project management body of knowledge (PMBOK guide);421180;PPN22161673X;;Project management institute;2017;Books
BU St-Jean;En rayon;19;A^handbook of communication skills;413898;PPN012975990;;;1991;Books
BU St-Jean;En rayon;19;A^handbook of method in cultural anthropology;27642;PPN009671846;;;1970;Books
BU St-Jean;En rayon;19;A^handbook on accession to the WTO;117658;PPN128047445;;Williams, Peter John;2008;Books
BU St-Jean;En rayon;19;A^history of Sicily;133840;PPN025374486;;Finley, Moses I. (1912-1986);1968;Books
BU St-Jean;En rayon;19;A^history of managing for quality;354944;PPN184591503;;;1995;Books
BU St-Jean;En rayon;19;A^history of modern tourism;411573;PPN189810645;;Zuelow, Eric G.E.;2016;Books
BU St-Jean;En rayon;19;A^history of race in Muslim West Africa, 1600-1960;353619;PPN156160404;;Hall, Bruce S.;2011;Books
BU St-Jean;En rayon;19;A^history of the Asians in East Africa;77712;PPN101729332;;Mangat, J.S.;1969;Books
BU St-Jean;En rayon;19;A^l'école de la violence;85424;PPN045194874;;Caron, Jean-Claude (1955-....);1999;Books
BU St-Jean;En rayon;19;A^modern guide to macroeconomics;121342;PPN003616959;;Snowdon, Brian;1994;Books
BU St-Jean;En rayon;19;A^nation of emigrants;339363;PPN130863424;;Fitzgerald, David (1972-....);2009;Books
BU St-Jean;En rayon;19;A^new force at a new frontier;118031;PPN025188941;;Madders, Kevin (1955-....);1997;Books
BU St-Jean;En rayon;19;A^practical guide to knowledge acquisition;413908;PPN021707677;;Scott, A. Carlisle;1991;Books
BU St-Jean;En rayon;19;A^preface to the social sciences;77170;PPN015176215;;Bellamy, Raymond F.;1956;Books
BU St-Jean;En rayon;19;A^psycholinguistic approach to pidgin and creole languages;80038;PPN109077946;;Kinney, Lucretia (1945-....);1976;Books
BU St-Jean;En rayon;19;A^psycholinguistic experiment in foreign-language teaching;78009;PPN014805332;;Scherer, George A. C.;1964;Books
BU St-Jean;En rayon;19;A^selected bibliography of American Indian archaeology east of the Rocky mountains;80264;PPN018602789;;Brew, John Otis (1906-);1943;Books
BU St-Jean;En rayon;19;A^separate reality;79255;PPN010034498;;Castaneda, Carlos (1931?-1998);1973;Books
BU St-Jean;En rayon;19;A^sociolinguistic description of the Spanish of Panama City;79930;PPN109066472;;Brown, Robert Aaron, Jr (1939-....);1976;Books
BU St-Jean;En rayon;19;A^sociolinguistic survey of language use and attitudes towards language in Ethiopia;79937;PPN109074025;;Teferra, Tsehaye (1943-....);1977;Books
BU St-Jean;En rayon;19;A^sociology of language;77932;PPN010830316;;Hertzler, Joyce O;1965;Books
BU St-Jean;En rayon;19;A^splendid exchange;327880;PPN167721372;;Bernstein, William J.;2008;Books
BU St-Jean;En rayon;19;A^study in structural semantics;78622;PPN014497131;;Scheffler, Harold W;1971;Books
BU St-Jean;En rayon;19;A^study of Pakistani society;79502;PPN108898989;;Gardezi, Hassan N;1964;Books
BU St-Jean;En rayon;19;A^study of polyandry;78635;PPN01574258X;;Pierre de Grèce (prince) (1908-....);1963;Books
BU St-Jean;En rayon;19;A^study of the interlanguage of english-speaking learners of spanish;79945;PPN109084845;;Flemming, Donald Newbert (1939-....);1977;Books
BU St-Jean;En rayon;19;A^study of the non-standard English of Negro and Puerto Rican speakers in New York City;79686;PPN10896759X;;Labov, William (1927-....);1968;Books
BU St-Jean;En rayon;19;A^survey of handicrafts in South Mysore;78951;PPN081941110;;Kale, Balkrishna Damodar (1925-....);1963;Books
BU St-Jean;En rayon;19;A^theory of production for the financial firm;201794;PPN008285195;;Hancock, Diana (1955-....);1991;Books
BU St-Jean;En rayon;19;A^theory of social control;76970;PPN090307674;;LaPiere, Richard Tracy;1954;Books
BU St-Jean;En rayon;19;A^theory of wealth distribution and accumulation;192092;PPN021657777;;Baranzini, Mauro (1944-....);1991;Books
BU St-Jean;En rayon;19;A^többes azonossága;307483;PPN155515411;;;2010;Books
BU St-Jean;En rayon;19;A^user's guide to measure theoretic probability;74374;PPN075053330;;Pollard, David (1950-....);2002;Books
BU St-Jean;En rayon;19;A^very short, fairly interesting and reasonably cheap book about management;395151;PPN189887303;;Cunliffe, Ann L.;2014;Books
BU St-Jean;En rayon;19;A^very short, fairly interesting and reasonably cheap book about studying organizations;340944;PPN178802247;;Grey, Christopher;2013;Books
BU St-Jean;En rayon;19;A^word geography of the eastern United States;78059;PPN016949501;;Kurath, Hans (1891-....);1949;Books
BU St-Jean;En rayon;19;A^work-book for the study of social interaction processes;78172;PPN047530308;;Borgatta, Edgar F (1924-....);1965;Books
BU St-Jean;En rayon;19;Abd el-Krim et la République du Rif;150255;PPN000037184;;;1976;Books
BU St-Jean;En rayon;19;Abolir l'esclavage;96639;PPN059537507;;Vergès, Françoise (1952-....);2001;Books
BU St-Jean;En rayon;19;Abord clinique en obstétrique;111370;PPN124775365;;Bretelle, Florence;2008;Books
BU St-Jean;En rayon;19;Abord et gestion de situations cliniques spécifiques;77225;PPN105757675;;Jacques, Sébastien;2006;Books
BU St-Jean;En rayon;19;Aborder la comptabilité nationale;253301;PPN00408182X;;Labaronne, Daniel;1997;Books
BU St-Jean;En rayon;19;About the notion of urban collective equipments/;39906;39906;;Godard, Francis;1974;Books
BU St-Jean;En rayon;19;Abrégé d'anatomie dentaire;256303;PPN000540870;;Lautrou, Alain;1980;Books
BU St-Jean;En rayon;19;Abrégé d'immunologie dentaire;256280;PPN000970832;;Faure, Gilbert;1985;Books
BU St-Jean;En rayon;19;"Abrégé de ""L'action humaine, traité d'économie""";270824;PPN082005060;;Von Mises, Ludwig (1881-1973);2004;Books
BU St-Jean;En rayon;19;Abrégé de biochimie appliquée;137596;PPN137763751;;Marouf, Abderrazak;2009;Books
BU St-Jean;En rayon;19;Abrégé de biomatériaux dentaires;206270;PPN001555669;;Burdairon, Gérald;1989;Books
BU St-Jean;En rayon;19;Abrégé de biophysique odontologique;256276;PPN00100428X;;Bouchier, Guy;1981;Books
BU St-Jean;En rayon;19;Abrégé de gestion du cabinet dentaire;207400;PPN001662295;;Flandrin, Paul (19..-....) (chirurgien-dentiste);1990;Books
BU St-Jean;En rayon;19;Abrégé de la croissance française;122945;PPN000757055;;Carré, Jean-Jacques;1984;Books
BU St-Jean;En rayon;19;Abrégé de physiologie oro-faciale;256320;PPN000861197;;Woda, Alain;1983;Books
BU St-Jean;En rayon;19;Abrégé de psychologie;14238;PPN010334882;;Choukroun, Marc Gérald;1997;Books
BU St-Jean;En rayon;19;Abrégé des marchés financiers;405642;PPN190088672;;Centre de formation de la profession bancaire (Paris-La Défense);2015;Books
BU St-Jean;En rayon;19;Abstract and concrete modes of classification in a primitive society/;38240;38240;;Price-Williams;9999;Books
BU St-Jean;En rayon;19;Abstracts;148198;PPN083528776;;Colloquio europeo di etnofarmacologia;1996;Books
BU St-Jean;En rayon;19;Abécédaire;337136;PPN169838900;;;2013;Books
BU St-Jean;En rayon;19;Abécédaire partiel et partial de la mondialisation;47813;PPN075835169;;Ramonet, Ignacio (1943-....);2003;Books
BU St-Jean;En rayon;19;Academic entrepreneurship in Europe;94780;PPN117386626;;;2007;Books
BU St-Jean;En rayon;19;Acadie;409853;PPN001309161;;Sauvageau, Robert;1987;Books
BU St-Jean;En rayon;19;Acadie, expérience;409861;PPN007006063;;;1977;Books
BU St-Jean;En rayon;19;Acadie, terre promise;409821;PPN122992407;;Dubos, Alain (1943-....);2002;Books
BU St-Jean;En rayon;19;Acceptance of family planning methods as a function of the nature and intensity of contact/;38327;38327;;Planning research and action Institute. Planning Department;1961;Books
BU St-Jean;En rayon;19;Acceso público a la memoria;306588;PPN154830453;;;2009;Books
BU St-Jean;En rayon;19;Accidents d'exposition au sang au cabinet dentaire;101582;PPN111478529;;Association dentaire française. Commission des dispositifs médicaux;2006;Books
BU St-Jean;En rayon;19;Accidents d'évolution de la dent de sagesse inférieure;261131;261131;;Martelli, Joseph;1984;Books
BU St-Jean;En rayon;19;Accidents de l'anesthésie loco-régionale;259732;259732;;François, Jean-Michel;1989;Books
BU St-Jean;En rayon;19;Accidents de la sphère buccale en mer;261276;261276;;Lang, Frédéric;1986;Books
BU St-Jean;En rayon;19;Accidents de la voie publique et grossesse;312322;PPN158617452;;Cassan, Mélanie (1987-....);2011;Books
BU St-Jean;En rayon;19;Accompagnement de l'allaitement des enfants porteurs de fentes labio-palatines;342549;PPN177804165;;Leloup, Manon (1989-....);2013;Books
BU St-Jean;En rayon;19;Accompagnement spécifique de la femme enceinte malentendante sévère à profonde dans les maternit;315809;PPN161499554;;Marcucci, Lucile (1988-....);2011;Books
BU St-Jean;En rayon;19;Accompagner la future maman;351453;PPN136437354;;Gamelin-Lavois, Sophie;2009;Books
BU St-Jean;En rayon;19;Accompagner la personne en difficulté;397568;PPN04821583X;;;1999;Books
BU St-Jean;En rayon;19;Accompagner le quatrième trimestre de la grossesse;425475;PPN232445796;;;2018;Books
BU St-Jean;En rayon;19;Accompagner les plus démunis;314854;PPN160625815;;Gastaut, Yvan (1965-....);2011;Books
BU St-Jean;En rayon;19;Accompagnez le changement;134219;PPN004019040;;Lafeuille, Michel;1995;Books
BU St-Jean;En rayon;19;Accouchement;417216;PPN224084380;;Lahaye, Marie-Hélène;2018;Books
BU St-Jean;En rayon;19;Accouchement & naissance;351459;PPN18012062X;;Oxorn, Harry (1920-....);2014;Books
BU St-Jean;En rayon;19;Accouchements programmes à domicile : état des lieux en PACA et alternatives possibles;267179;PPN146514211;;Richier, Stéphanie (1984-);2008;Books
BU St-Jean;En rayon;19;Accoucher;272752;PPN116918950;;Knibiehler, Yvonne (1922-....);2007;Books
BU St-Jean;En rayon;19;Accueillir les publics, comprendre et agir;123563;PPN135266327;;Miribel, Marielle de (1953-....);2009;Books
BU St-Jean;En rayon;19;Accueillir ou reconduire;116778;PPN128962364;;Spire, Alexis;2008;Books
BU St-Jean;En rayon;19;Acculturation;169255;PPN015152200;;Herskovits, Melville Jean (1895-1963);1958;Books
BU St-Jean;En rayon;19;Acculturation and messianic movements/;38258;38258;;Barber, Bernard;9999;Books
BU St-Jean;En rayon;19;Acculturation and personality among the Wisconsin Chipewa;27645;PPN016600843;;Barnouw, Victor (1915-1989);1950;Books
BU St-Jean;En rayon;19;Accumulation du capital et migrations internationales;79871;PPN041091590;;Beaugé, Gilbert (1949-....);1979;Books
BU St-Jean;En rayon;19;Accumulation et développement;229838;PPN001051318;;Raffinot, Marc (1948-....);1985;Books
BU St-Jean;En rayon;19;Accumulation, inflation, crises;199107;PPN000634654;;Boyer, Robert (1943-....);1983;Books
BU St-Jean;En rayon;19;Accès aux plateaux techniques des maternités des Alpes-Maritimes par les sages-femmes libérales;360225;PPN187459606;;Pohen, Stéphanie (1990-....);2014;Books
BU St-Jean;En rayon;19;Accès sous gingival immédiat en technique d'empreinte;128546;128546;;Hayot, Laurent;1995;Books
BU St-Jean;En rayon;19;Accès à l'emploi et protection sociale;21019;PPN055727778;;Conseil de l'emploi, des revenus et de la cohésion sociale (France);2001;Books
BU St-Jean;En rayon;19;Accélération;325479;PPN143483986;;Rosa, Hartmut (1965-....);2010;Books
BU St-Jean;En rayon;19;Accélérer le changement dans l'entreprise;24553;PPN059631120;;Executive interim management;2001;Books
BU St-Jean;En rayon;19;Accélérez !;409269;PPN200720449;;Kotter, John P. (1947-....);2017;Books
BU St-Jean;En rayon;19;Achats;312931;PPN15847371X;;Petit, Philippe (1961?-....);2012;Books
BU St-Jean;En rayon;19;Acheter avec profit;63044;PPN001687387;;Perrotin, Roger;1989;Books
BU St-Jean;En rayon;19;Acheter avec profit;235057;PPN002912961;;Perrotin, Roger;1993;Books
BU St-Jean;En rayon;19;Acheter mieux que vos concurrents;24893;PPN059295082;;Leclercq, Xavier (1935-....);2001;Books
BU St-Jean;En rayon;19;Achievement culture and personality;38662;38662;;Caudill, William;9999;Books
BU St-Jean;En rayon;19;Acknowledging consumption;339556;PPN022315551;;;1995;Books
BU St-Jean;En rayon;19;Actes;77510;PPN014990911;;Colloque International sur la Notion d Europe;1963;Books
BU St-Jean;En rayon;19;Actes;80488;PPN091889499;;;1971;Books
BU St-Jean;En rayon;19;Actes du Colloque Entreprises et entrepreneurs en Afrique, XIXe et XXe siècles;223475;PPN025838741;;Colloque Entreprises et entrepreneurs en Afrique, XIXe et XXe siècles;1983;Books
BU St-Jean;En rayon;19;Actes du Colloque national sur la démographie française;78127;PPN025283693;;Colloque national sur la démographie française;1981;Books
BU St-Jean;En rayon;19;Actes du quatre-vingt-dixième congrès national des sociétés savantes;76491;PPN01214262X;;Congrès national des sociétés savantes. Section de géographie;1966;Books
BU St-Jean;En rayon;19;"Actes du séminaire ""Du politique et du social dans l'avenir de la famille""";266031;PPN002607859;;France. Haut conseil de la population et de la famille;1992;Books
BU St-Jean;En rayon;19;Acteurs et fonctions économiques dans la mondialisation;34249;PPN061054909;;Fau, Jean (1934-....);2002;Books
BU St-Jean;En rayon;19;Acteurs et organisations du tourisme;337789;PPN167304682;;Michaud, Jean-Luc (1945-....);2012;Books
BU St-Jean;En rayon;19;Acteurs noirs;79278;PPN019733259;;Alapini, Julien (1906-1971);1965;Books
BU St-Jean;En rayon;19;Acteurs urbains et production de l'espace;416277;PPN072321369;;Simonet-Rofes, Anne;1972;Books
BU St-Jean;En rayon;19;Action collective et mouvements sociaux;255276;PPN003098001;;Société française de sociologie. Journées d'études;1993;Books
BU St-Jean;En rayon;19;Action commerciale;63046;PPN018110428;;Perrot, Paul (1590-1605);1991;Books
BU St-Jean;En rayon;19;Action commerciale appliquée;61744;PPN011483806;;Pico, Philippe;1994;Books
BU St-Jean;En rayon;19;Action commerciale appliquée;147532;PPN002639114;;Pico, Philippe;1991;Books
BU St-Jean;En rayon;19;Action de formation auprès des femmes immigrées du quartier des vignasses Nice:;37511;37511;;Andezian, Sossie;1977;Books
BU St-Jean;En rayon;19;Action de l'acupuncture réalisé par la sage-femme en salle de naissance sur les contractions utér;332537;PPN169029085;;Colas, Florian (1986-....);2012;Books
BU St-Jean;En rayon;19;Action publique et régulation de branche de la relation salariale;55302;PPN078709539;;Tallard, Michèle;2004;Books
BU St-Jean;En rayon;19;Action sociale, action humanitaire de la protection à la contrainte;266685;PPN06980947X;;Centre d'étude des migrations et des relations interculturelles (Strasbourg);2002;Books
BU St-Jean;En rayon;19;Actionnaires salariés, acteurs de motivation et de gouvernance;101545;PPN12072474X;;Fédération française des associations d'actionnaires salariés et anciens salariés. Congrès 200;2007;Books
BU St-Jean;En rayon;19;Activité physiques et sportives pendant la grossesse;357878;PPN185173675;;Fernandez, Magali (1991-....);2014;Books
BU St-Jean;En rayon;19;Activité professionnelle et vieillissement;32562;PPN059364009;;Institut national de la statistique et des études économiques (France);2001;Books
BU St-Jean;En rayon;19;Activités agricoles et changements sociaux dans l'Ouest-Mossi;78487;PPN00196576X;;Kohler, Jean-Marie (1936-....) (sociologue);1971;Books
BU St-Jean;En rayon;19;Activités culturelles et insertion urbaine de la communauté portugaise dans le Sud-Est de la Franc;37781;37781;;Hily, Marie-Antoinette;1987;Books
BU St-Jean;En rayon;19;Activités de loisir et d'autoculture dans des bandes de quartier:;38021;38021;;Raybaut, Paul;1970;Books
BU St-Jean;En rayon;19;Activités de loisir et d'autoculture dans les bandes de quartier;266103;PPN023105003;;Raybaut, Paul;1972;Books
BU St-Jean;En rayon;19;Activités de loisir et d'autoculture dans les bandes de quartier:;40255;40255;;Raybaut, Paul;1970;Books
BU St-Jean;En rayon;19;Activités de loisirs et d'auto-culture dans les bandes de quartier;79824;PPN068196636;;Raybaut, Paul;1972;Books
BU St-Jean;En rayon;19;Activités du CRIRES (1977-78)/;37752;37752;;IDERIC (Nice);1978;Books
BU St-Jean;En rayon;19;Activités halieutiques, aménagement et gestion en zone côtière;45608;PPN070949883;;Rencontres halieutiques;2003;Books
BU St-Jean;En rayon;19;Activités technologiques, connaissances et organisation;22539;PPN058500073;;;2001;Books
BU St-Jean;En rayon;19;Activités traditionnelles et vie familiale à Clans;218150;PPN032502206;;Exposition;1980;Books
BU St-Jean;En rayon;19;Actualisation et décision;157939;PPN203966465;;Chantereau, Daniel;1972;Books
BU St-Jean;En rayon;19;Actualisation et investissement;163594;PPN001706144;;Gamot, Guy;1990;Books
BU St-Jean;En rayon;19;Actualiser l'économie de Marx;246186;PPN003883043;;Congrès Marx international;1996;Books
BU St-Jean;En rayon;19;Actualité de Basil Bernstein;116651;PPN131408410;;;2008;Books
BU St-Jean;En rayon;19;Actualité de l'économie sociale;110945;PPN128746793;;Journées de l'Association d'économie sociale;2008;Books
BU St-Jean;En rayon;19;Actualité et spécificité de la pensée classique;114016;PPN012212202;;;1993;Books
BU St-Jean;En rayon;19;Acupuncture for management;92513;PPN111091438;;Mei-Pochtler, Antonella;2006;Books
BU St-Jean;En rayon;19;Adam Smith;46289;PPN073034460;;Pichet, Eric;2003;Books
BU St-Jean;En rayon;19;Adam Smith philosophe;121258;PPN133427587;;;2009;Books
BU St-Jean;En rayon;19;Adaptabilité des entreprises;306895;PPN153664754;;Véricel, Marc (1950-....);2011;Books
BU St-Jean;En rayon;19;Adaptation d'un essai de mécanique de la rupture à l'odontologie;4905;PPN049532839;;Trugillo, Denis (1972-....);1999;Books
BU St-Jean;En rayon;19;Adaptation et spécificités du régime fiscal d'imposition des résultats des entreprises français;167203;PPN041185765;;Coulier, André;1981;Books
BU St-Jean;En rayon;19;Adaptation structurelle de l'économie française à la limitation de la consommation d'énergie;142623;PPN000822116;;Offant, Pierre;1984;Books
BU St-Jean;En rayon;19;Adapter l'offre touristique aux handicaps;264446;PPN139526315;;;2009;Books
BU St-Jean;En rayon;19;Addi(c)tion;342632;PPN174719191;;Ohayon, Rémi;2013;Books
BU St-Jean;En rayon;19;Adhérence d'une résine composite à la dentine après préparation au laser Er:YAG et utilisation;52899;PPN078895391;;Vial, Benoît;2004;Books
BU St-Jean;En rayon;19;Adhésifs amélo-dentinaires et dents lactéales;126825;126825;;Fischler, Ivan;1994;Books
BU St-Jean;En rayon;19;Adhésifs et substituts de rétention en prothèse amovible;101600;PPN119931044;;Association dentaire française. Commission des dispositifs médicaux;2007;Books
BU St-Jean;En rayon;19;Adieu la raison;218829;PPN001544748;;Feyerabend, Paul (1924-1994);1989;Books
BU St-Jean;En rayon;19;Adieu à la croissance;311771;PPN157987949;;Gadrey, Jean (1943-....);2011;Books
BU St-Jean;En rayon;19;Adieux au prolétariat;199344;PPN000311448;;Gorz, André (1923-2007);1980;Books
BU St-Jean;En rayon;19;Adjustment and development;258401;PPN024522848;;;1994;Books
BU St-Jean;En rayon;19;Adjustment and poverty;83147;PPN00794778X;;Stewart, Frances;1995;Books
BU St-Jean;En rayon;19;Administration and economic development in India;77989;PPN014552310;;;1963;Books
BU St-Jean;En rayon;19;Administration et bibliothèques;88376;PPN111382483;;Desrichard, Yves (1960-....);2006;Books
BU St-Jean;En rayon;19;Administration et processus de décision;193939;PPN000745820;;Simon, Herbert Alexander (1916-2001);1983;Books
BU St-Jean;En rayon;19;Administrer les étrangers au Mexique;353625;PPN181925311;;Cunin, Elisabeth (1971-....);2014;Books
BU St-Jean;En rayon;19;Administrer, gérer, évaluer les systèmes éducatifs;326688;PPN045305692;;;1999;Books
BU St-Jean;En rayon;19;Admissions parallèles dans les écoles de commerce;126652;PPN131136968;;Fagotat, Isabelle;2009;Books
BU St-Jean;En rayon;19;Adolescence et toxicomanie;326018;PPN049049003;;;1999;Books
BU St-Jean;En rayon;19;Adolescences;326346;PPN054254655;;;1999;Books
BU St-Jean;En rayon;19;Adolescents;128907;PPN003382257;;Institut national de la santé et de la recherche médicale (France). Unité (169);1994;Books
BU St-Jean;En rayon;19;Adolescents entre deux cultures;78896;PPN107770105;;Dinello, RaimundoSéminaire de transculturation. Carcassonne;1985;Books
BU St-Jean;En rayon;19;Adolescents' values in a changing society;77942;PPN011334630;;Zavalloni, Marisa;1968;Books
BU St-Jean;En rayon;19;Adoption, implantation et généralisation d'une nouvelle technologie;134291;PPN140365907;;Arena, Lise (1983-...);2009;Books
BU St-Jean;En rayon;19;Advanced industrial economics;309062;PPN075980207;;Martin, Stephen;2002;Books
BU St-Jean;En rayon;19;Advanced international trade;408547;PPN192281445;;Feenstra, Robert C.;2016;Books
BU St-Jean;En rayon;19;Advanced macroeconomics;92608;PPN068980191;;Minford, Patrick;2002;Books
BU St-Jean;En rayon;19;Advanced macroeconomics;92640;PPN091335647;;Romer, David;2006;Books
BU St-Jean;En rayon;19;Advances in economic theory;417445;PPN004356578;;Société d'économétrie. World congress;1982;Books
BU St-Jean;En rayon;19;Advances in the psychology of justice and affect;330858;PPN131326953;;;2007;Books
BU St-Jean;En rayon;19;Advances in the sociology of language;77810;PPN002246619;;;1972;Books
BU St-Jean;En rayon;19;Advances in the sociology of language;77819;PPN002618532;;;1971;Books
BU St-Jean;En rayon;19;Adventures in culture change/;38890;38890;;Holmberg, Allan R.;9999;Books
BU St-Jean;En rayon;19;Advertising is dead, long live advertising!;333725;PPN171216474;;Himpe, Tom;2008;Books
BU St-Jean;En rayon;19;Advertising now ! print;81774;PPN109933257;;;2006;Books
BU St-Jean;En rayon;19;Affaires de famille;90861;PPN111040485;;Malarewicz, Jacques-Antoine;2006;Books
BU St-Jean;En rayon;19;Affaires de familles, affaires d'Etat;116964;PPN00241127X;;Colloque franco-allemand Sociologie de la famille;1991;Books
BU St-Jean;En rayon;19;Affect in social thinking and behavior;140182;PPN110819209;;;2006;Books
BU St-Jean;En rayon;19;Affections oculaires d'origine dentaire;260602;260602;;Sarrazin, Michel;1981;Books
BU St-Jean;En rayon;19;Affective computing and interaction;350882;PPN181016613;;;2011;Books
BU St-Jean;En rayon;19;Affirmative action;63793;PPN076992616;;;2004;Books
BU St-Jean;En rayon;19;Affreux, riches et méchants ?;395690;PPN179471155;;Beaud, Stéphane (1958-....);2014;Books
BU St-Jean;En rayon;19;Africa;78624;PPN014543354;;Murdock, George Peter (1897-1985);1959;Books
BU St-Jean;En rayon;19;Africa and Europe;76493;PPN104567155;;Lamont, A.B.;1966;Books
BU St-Jean;En rayon;19;Africa bibliography series;80142;PPN090606183;;;1961;Books
BU St-Jean;En rayon;19;Africa bibliography series;80178;PPN101748930;;Jones, Ruth;1960;Books
BU St-Jean;En rayon;19;Africa bibliography series;80180;PPN101854218;;Jones, Ruth;1959;Books
BU St-Jean;En rayon;19;Africa bibliography series;80268;PPN021602891;;;1958;Books
BU St-Jean;En rayon;19;Africa in social change;76939;PPN055771076;;Lloyd, Peter Cutt (1927-....);1967;Books
BU St-Jean;En rayon;19;Africa its peoples and their culture history/;38228;38228;;Murdock, George Peter;1959;Books
BU St-Jean;En rayon;19;Africa remembered;78052;PPN016325184;;;1967;Books
BU St-Jean;En rayon;19;Africa since 1800;78016;PPN015024040;;Oliver, Roland Anthony (1923-....);1967;Books
BU St-Jean;En rayon;19;African Literature and the universities;79258;PPN010634061;;;1965;Books
BU St-Jean;En rayon;19;African education;76786;PPN063138557;;Burns, Donald George;1965;Books
BU St-Jean;En rayon;19;African integration and disintegration;77508;PPN014553783;;;1967;Books
BU St-Jean;En rayon;19;African marriage and social change;78594;PPN01129874X;;Mair, Lucy (1901-1986);1969;Books
BU St-Jean;En rayon;19;African socialism;77447;PPN052967174;;;1964;Books
BU St-Jean;En rayon;19;African studies in Poland;78654;PPN024625647;;;1980;Books
BU St-Jean;En rayon;19;African universities and Western tradition;76887;PPN023984015;;Ashby, Eric (1904-....);1964;Books
BU St-Jean;En rayon;19;Afrique;168668;PPN002542498;;Nantet, Bernard (1938-....);1992;Books
BU St-Jean;En rayon;19;Afrique arabe, Afrique noire;77297;PPN002050420;;Toynbee, Arnold (1889-1975);1972;Books
BU St-Jean;En rayon;19;Afrique du Sud;120285;PPN003316173;;Centre français du commerce extérieur;1994;Books
BU St-Jean;En rayon;19;Afrique en question;204045;PPN019186541;;Binet, Jacques (19..-2009);1965;Books
BU St-Jean;En rayon;19;Afrique noire;28119;PPN007414110;;Leiris, Michel (1901-1990);1967;Books
BU St-Jean;En rayon;19;Afrique noire d'expression française;80095;PPN00996262X;;;0;Books
BU St-Jean;En rayon;19;Afrique noire, Madagascar, Comores;78332;PPN091913934;;Gendreau, Francis;1966;Books
BU St-Jean;En rayon;19;Afrique(s);309602;PPN155482033;;Pautet, Arnaud;2011;Books
BU St-Jean;En rayon;19;Afro-American history;77850;PPN005484642;;Aptheker, Herbert (1915-2003);1971;Books
BU St-Jean;En rayon;19;Afrocentrismes;329973;PPN146899660;;;2010;Books
BU St-Jean;En rayon;19;Afromestizaje y fronteras étnicas;334364;PPN170683648;;Rinaudo, Christian;2012;Books
BU St-Jean;En rayon;19;After cognitivism;349801;PPN140057161;;;2009;Books
BU St-Jean;En rayon;19;After the Odyssey;266814;PPN146460723;;Bottomley, Gordon;1979;Books
BU St-Jean;En rayon;19;Aftermath;334844;PPN16758846X;;;2012;Books
BU St-Jean;En rayon;19;Age and economic differentials in interstate migration/;39584;39584;;Swaine Thomas, Dorothy;9999;Books
BU St-Jean;En rayon;19;Age et politique;117888;PPN002272350;;Institut d'études politiques (Paris);1991;Books
BU St-Jean;En rayon;19;Age patterning in personality development;38669;38669;;Mead, Margaret;9999;Books
BU St-Jean;En rayon;19;Aggression;77987;PPN014537362;;Berkowitz, Leonard;1962;Books
BU St-Jean;En rayon;19;Agir dans un monde incertain;26027;PPN058655255;;Callon, Michel (1945-....);2001;Books
BU St-Jean;En rayon;19;Agir dans un monde incertain;407618;PPN178345040;;Callon, Michel (1945-....);2014;Books
BU St-Jean;En rayon;19;Agir local, penser global;73400;PPN097866814;;ATTAC (France);2001;Books
BU St-Jean;En rayon;19;Agir-en-réseau;348284;PPN165217669;;;2012;Books
BU St-Jean;En rayon;19;Agnelli;161216;PPN001520717;;Pochna, Marie-France;1989;Books
BU St-Jean;En rayon;19;Agnésie des incisives latérales maxillaires;127153;127153;;Loustau, Anne;1993;Books
BU St-Jean;En rayon;19;Agora 2020;406410;PPN122910931;;Centre de prospective et de veille scientifique (Paris-La Défense);2008;Books
BU St-Jean;En rayon;19;Agriculteurs et politique;262345;PPN003494691;;Marie, Jean-Louis (1957-....);1994;Books
BU St-Jean;En rayon;19;Agricultural labour in India;77996;PPN014645777;;Rao, Vijendra Kasturi Ranga Varadaraja (1908-1994);1962;Books
BU St-Jean;En rayon;19;Agriculture en Méditerranée;49079;PPN076898210;;Romano, Donato;2003;Books
