nb_pret;jour_pret;annee_pret;type_lecteur;date_pub;indice;titre;ppn;num;mois_pret;id_lecteur
1;Samedi;2016;L1;2006;610;Histologie;PPN11120819X;83626;10;person_1896
1;Dimanche;2015;DO;2007;658;Méthodes de recherche en management;PPN112921434;91112;4;person_470
1;Mercredi;2016;M1;2012;420;Tests complets pour le TOEIC®;PPN163778337;324908;1;person_1897
1;Jeudi;2015;LE;2012;420;Grammaire anglaise;PPN161533884;317152;11;person_498
1;Jeudi;2017;M1;2004;658;Guide de la gestion prévisionnelle des emplois et des compétences;PPN081149034;56027;3;person_42
1;Mardi;2019;EC;2017;910;L'aménagement touristique et ses nouveaux enjeux;PPN204360439;421358;3;person_137
1;Lundi;2017;L1;2010;610;Physique;PPN146947967;268876;9;person_1898
1;Mardi;2016;L1;2015;616;Orthopédie, traumatologie;PPN184346967;356807;3;person_1616
1;Jeudi;2016;M2;2016;616;Médecine interne;PPN191326399;397887;5;person_92
1;Mercredi;2015;M6;2015;616;Nutrition;PPN188545441;394790;12;person_30
1;Samedi;2018;M1;1990;390;Le^phénomène rituel;PPN002001500;184421;2;person_1899
1;Vendredi;2017;M2;2014;658;Exercices de finance d'entreprise;PPN18056935X;357688;9;person_1900
1;Jeudi;2017;M2;2007;658;Audit social;PPN121103757;268793;7;person_376
1;Vendredi;2017;M1;2001;658;Marketing des services touristiques et hôteliers;PPN058642196;107751;2;person_981
1;Mardi;2017;M1;2014;658;L'éthique dans les entreprises;PPN180601652;352110;7;person_949
1;Jeudi;2018;M2;2015;658;Construire les compétences individuelles et collectives;PPN187731985;401706;5;person_1295
1;Jeudi;2019;L1;2009;421;L'anglais des ressources humaines;PPN132308657;126393;1;person_1594
1;Mercredi;2015;M2;2014;616;Gériatrie;PPN181662590;352194;11;person_873
1;Samedi;2015;M2;2013;616;Gériatrie;PPN172300215;336452;12;person_213
1;Mercredi;2016;M1;2011;658;La^communication marketing intégrée;PPN15121493X;307443;5;person_262
1;Mardi;2015;M1;2004;126;De la reconnaissance;PPN078872863;64627;11;person_1483
1;Samedi;2017;M1;2008;658;Études marketing appliquées;PPN121486109;129252;3;person_596
1;Vendredi;2016;L2;2012;657;Comprendre et mettre en oeuvre le contrôle interne;PPN162441037;325504;12;person_1901
1;Mardi;2015;M1;2013;420;TOEIC;PPN170361810;348222;5;person_1902
1;Jeudi;2018;M2;2003;658;Conduire un projet de recherche;PPN070398828;60526;11;person_964
1;Mardi;2017;PU;2011;420;Se perfectionner en anglais;PPN156010119;336359;5;person_129
1;Samedi;2019;M2;2010;658;Au-delà de l'écologie;PPN145212939;279023;4;person_1044
1;Mardi;2018;M2;2017;658;Organiser un événement sportif;PPN199279330;409544;2;person_114
1;Mercredi;2019;PU;2012;658;Méthodologie de la recherche en sciences de gestion;PPN165433108;327223;2;person_502
1;Mardi;2016;M1;2013;658;DSCG 2;PPN172308062;339182;9;person_1629
1;Mardi;2017;M1;2015;616;Hématologie;PPN18825692X;360427;7;person_157
1;Lundi;2018;M1;2012;658;Les^stratégies de changement;PPN161547877;314749;7;person_1219
1;Samedi;2015;M1;2010;658;Le^meilleur du DCG 6;PPN146507231;268784;11;person_701
1;Vendredi;2015;M1;2011;658;DSCG 2;PPN155930907;339209;11;person_271
1;Mardi;2016;M1;2007;658;ERP et PGI;PPN117509442;98892;6;person_144
1;Mardi;2015;M2;2008;910;Tourisme et développement local;PPN12946516X;112915;10;person_1649
1;Lundi;2016;M1;2003;658;Fusions, acquisitions;PPN069647917;34563;2;person_1903
1;Lundi;2017;L3;2014;658;Création d'entreprise;PPN181472325;358172;2;person_1904
1;Mardi;2018;M2;2008;658;Marketings contextuels;PPN127355138;110720;9;person_1193
1;Mardi;2019;M1;2015;414;Précis de structure syllabique;PPN188100083;361163;1;person_1742
1;Lundi;2019;M1;2010;658;La^communication d'entreprise;PPN148196721;324897;5;person_1905
1;Mardi;2015;L1;2014;616;Pédiatrie;PPN177965584;342560;2;person_90
1;Mercredi;2017;M1;2017;616;Annales de LCA 2009-2016;PPN199394709;407763;5;person_1906
1;Lundi;2017;L2;2008;421;Les^épreuves d'anglais à l'entrée des écoles de commerce;PPN131600257;120533;3;person_154
1;Lundi;2016;M2;2000;658;Le^plan de communication;PPN052744922;34923;9;person_1907
1;Samedi;2015;L3;2011;658;DSCG 4;PPN150848838;282664;3;person_701
1;Mardi;2017;LC;2006;658;Comment réussir à travailler avec presque tout le monde;PPN11254794X;91427;1;person_514
1;Mardi;2018;PU;2012;420;High five !;PPN164008381;332157;1;person_129
1;Jeudi;2016;M2;2012;910;La^planète disneylandisée;PPN162092288;337462;11;person_1908
1;Mardi;2016;M2;2015;616;Médecine interne;PPN190686235;397622;12;person_588
1;Mardi;2017;M1;2016;658;Fusions, acquisitions;PPN192836781;403816;9;person_1909
1;Jeudi;2018;L3;2009;657;Exercices de comptabilité financière;PPN137274998;141370;11;person_1016
1;Lundi;2016;M2;2011;658;Ressources humaines;PPN155132768;308401;11;person_459
1;Lundi;2018;M1;2011;658;Learning management system pour l'entreprise;PPN156730227;309947;7;person_1910
1;Vendredi;2016;L1;2011;610;Sémiologie médicale;PPN156565420;306148;10;person_1049
1;Mardi;2015;DO;2001;658;Conduire une démarche qualité;PPN058755780;30630;12;person_549
1;Vendredi;2015;M2;2001;658;Conduire une démarche qualité;PPN058755780;30630;7;person_1911
1;Vendredi;2017;L3;2012;658;DCG 6;PPN164065768;339206;10;person_1912
1;Mardi;2019;L3;2008;657;Audit;PPN122891279;108240;6;person_620
1;Vendredi;2015;L3;2012;616;Hépato-gastro entérologie;PPN171230752;332000;12;person_47
1;Lundi;2018;M2;2008;657;Audit;PPN122891279;108240;5;person_1133
1;Lundi;2019;M2;2012;658;Manuel d'intelligence économique;PPN160416760;314360;2;person_1332
1;Jeudi;2018;M2;2017;657;Comptabilité et audit;PPN203154215;410274;8;person_195
1;Vendredi;2015;M2;2001;152;Neuropsychologie de l'enfant;PPN055500889;20633;9;person_1913
1;Vendredi;2015;L3;2014;658;Finance d'entreprise;PPN180080059;352176;1;person_1914
1;Vendredi;2017;L2;2007;658;Le^management;PPN077742508;62478;11;person_1915
1;Mardi;2017;L2;2017;420;Nouveau TOEIC ®;PPN201875810;409769;10;person_1916
1;Samedi;2015;M2;2014;616;Néphrologie;PPN18110587X;350269;10;person_1917
1;Jeudi;2015;M2;2002;658;Coopération et connaissance dans les systèmes industriels;PPN06892769X;47906;2;person_1918
1;Mercredi;2017;L3;2016;658;DCG 6;PPN192968041;403241;4;person_802
1;Vendredi;2018;LC;1996;370;Donner du sens à l'école;PPN003954544;26515;3;person_1919
1;Samedi;2018;L1;2017;657;Plan comptable général 2017-2018;PPN199590753;411791;12;person_1920
1;Mardi;2018;DO;2012;374;Le^devenir des étudiants;PPN167019082;329133;1;person_1059
1;Lundi;2016;M1;2010;658;La^communication de crise;PPN146646525;268765;11;person_1921
1;Lundi;2018;LE;2009;577;Éléments d'écologie;PPN134945751;122814;3;person_219
1;Mardi;2017;M2;2011;658;Management international;PPN15283706X;307426;9;person_1339
1;Vendredi;2015;DO;2014;616;Gériatrie;PPN181662590;352194;6;person_1922
1;Dimanche;2017;M2;2014;420;Vocabulaire et grammaire pour le TOEIC®;PPN181964317;356547;10;person_1816
1;Jeudi;2017;L3;2010;420;Préparation au TOEIC ®;PPN14826686X;314139;3;person_1097
1;Samedi;2019;M2;2008;658;Les^meilleures pratiques de gouvernance d'entreprise;PPN121685241;104677;2;person_114
1;Lundi;2018;M2;2016;616;Hématologie;PPN194975533;404789;7;person_172
1;Jeudi;2017;M2;2016;616;Référentiel de psychiatrie et addictologie;PPN195253280;404778;8;person_663
1;Jeudi;2015;M2;2015;616;Gynécologie, obstétrique;PPN184541840;356805;10;person_1202
1;Dimanche;2015;M2;2011;658;Comportements organisationnels;PPN153479701;309302;1;person_1923
1;Lundi;2019;M2;2007;658;Réussir son business plan;PPN113366973;96413;3;person_254
1;Mercredi;2016;L3;2015;657;DCG 10;PPN185983022;394759;11;person_319
1;Mardi;2019;PU;1998;658;Introduction aux théories des organisations;PPN004515234;1765;1;person_502
1;Vendredi;2015;L3;2013;420;Le^guide officiel du test TOEFL®;PPN167933086;330402;9;person_1924
1;Samedi;2015;L1;2012;616;Réanimation et urgences;PPN163666725;324914;4;person_90
1;Samedi;2018;L3;2014;658;La^gestion financière de l'entreprise;PPN177091142;398031;5;person_1620
1;Mercredi;2015;M2;1992;153;Languages of the mind;PPN002950677;349752;10;person_1891
1;Samedi;2015;L1;2013;616;Hépato-gastro-entérologie, chirurgie digestive;PPN172299136;336501;4;person_995
1;Jeudi;2015;M1;1996;153;Usability engineering;PPN061294292;34804;11;person_1925
1;Vendredi;2018;M1;2013;658;DSCG 2;PPN172308062;339182;11;person_1926
1;Lundi;2015;L3;2013;658;DSCG 2;PPN172308062;339182;1;person_271
1;Lundi;2018;M1;2010;658;Intelligence économique et collectivités territoriales;PPN149712847;281314;8;person_202
1;Mardi;2018;M2;2014;910;Au soleil;PPN178923133;348091;9;person_984
1;Mercredi;2018;M2;2008;658;Méthodologie de la recherche;PPN127246150;112344;10;person_964
1;Vendredi;2016;L1;2007;618;Analyse pratique du RCF, rythme cardiaque foetal;PPN115136622;273534;10;person_1927
1;Samedi;2017;M2;2005;658;Management des compétences;PPN087297906;66617;4;person_1052
1;Vendredi;2016;L1;2016;616;ORL, chirurgie cervico-faciale;PPN191561487;397886;4;person_615
1;Mercredi;2017;M1;2009;658;Contrôle de gestion bancaire & direction financière;PPN135266157;126699;10;person_1928
1;Vendredi;2017;M2;2013;616;SOS LCA !;PPN171345274;335034;1;person_26
1;Mardi;2015;DO;2009;616;Lecture critique d'article aux ECN;PPN133235793;125796;11;person_1536
1;Mercredi;2016;M2;2014;706;Le^marché de l'art;PPN179253042;353308;12;person_1530
1;Mercredi;2018;M1;2017;658;DSCG 2;PPN204243238;411723;11;person_1929
1;Vendredi;2018;M2;2017;616;Thérapeutique pour l'iECN;PPN199285853;408600;10;person_119
1;Lundi;2015;M2;2008;658;Management d'équipe;PPN129731633;115310;4;person_365
1;Lundi;2015;L1;2010;658;Écoblanchiment;PPN143211080;264746;1;person_1930
1;Jeudi;2015;M1;2006;658;L'entreprise verte;PPN099060124;75731;2;person_1628
1;Vendredi;2016;LC;2012;420;Harrap's grammaire anglaise;PPN158709896;342611;7;person_1931
1;Mardi;2018;M1;2002;658;Concevoir le tableau de bord;PPN069566909;36555;10;person_164
1;Lundi;2019;LC;2015;658;Démarrez avec... la méthode Value Proposition Design;PPN186120753;415857;7;person_675
1;Mercredi;2016;M2;2012;658;La^boîte à outils des ressources humaines;PPN160442974;314750;11;person_366
1;Dimanche;2015;M1;2012;4;Design d'expérience utilisateur;PPN163609349;330499;10;person_1932
1;Mardi;2017;M1;2014;658;Mercator;PPN180026488;351835;2;person_1933
1;Lundi;2019;M2;2001;910;Le^tourisme en France;PPN058711139;24501;2;person_237
1;Mardi;2015;LC;2009;658;La^boîte à outils du manager;PPN138784701;140999;11;person_407
1;Jeudi;2015;L2;2008;657;DCG 10;PPN117405221;96983;1;person_227
1;Jeudi;2019;M1;2016;658;Réussir sa transformation digitale;PPN195457366;404347;4;person_202
1;Vendredi;2015;M2;2012;616;Pneumologie;PPN165642149;329509;6;person_422
1;Lundi;2016;L3;2003;658;La^communication marketing;PPN071262369;35887;5;person_1934
1;Jeudi;2015;M2;2012;910;Ibiza mon amour;PPN160687020;347770;11;person_1935
1;Vendredi;2015;M2;1992;658;L'entreprise humaine;PPN002637650;102242;7;person_1386
1;Jeudi;2016;M2;2010;658;Les^valeurs;PPN148244610;281058;2;person_434
1;Dimanche;2016;LE;2006;370;L'inflation scolaire;PPN095359303;87254;2;person_1330
1;Mardi;2018;L3;2009;658;DCG 11;PPN13091424X;116910;2;person_740
1;Mardi;2015;L1;2009;658;Marketing et développement durable;PPN137711816;140598;3;person_1930
1;Lundi;2017;M2;2011;658;La^gestion prévisionnelle des ressources humaines;PPN155022156;307417;5;person_1308
1;Mercredi;2018;L1;2016;658;Travailler avec les chinois;PPN191278742;410561;9;person_1694
1;Mercredi;2018;M2;2017;616;Neurologie;PPN201690292;412572;4;person_25
1;Vendredi;2018;DO;2008;658;Politique d'achat et gestion des approvisionnements;PPN126043868;110420;11;person_257
1;Vendredi;2016;M1;2010;420;Préparation au TOEIC ®;PPN14826686X;314139;5;person_962
1;Jeudi;2017;EC;2013;658;Théorie des organisations;PPN172601835;337201;12;person_907
1;Mercredi;2015;L1;2013;420;TOEIC;PPN170361810;348222;1;person_1370
1;Mardi;2017;M1;2011;658;La^responsabilité sociale de l'entreprise;PPN157983072;314199;7;person_949
1;Jeudi;2018;M2;2008;376;100 CV et lettres de motivation pour les bac+4/5;PPN128261943;124940;3;person_759
1;Vendredi;2016;L1;2014;658;Management;PPN180562207;350821;2;person_1936
1;Jeudi;2016;DO;1992;158;Le^travail en équipe;PPN013185055;252129;1;person_1046
1;Vendredi;2015;LC;2008;658;Gestion des ressources humaines;PPN126046077;112331;2;person_1246
1;Mardi;2015;L3;2014;657;Comptabilité approfondie;PPN180806424;348446;12;person_1937
1;Mercredi;2018;L1;2014;658;Marketing digital;PPN180008676;404345;2;person_926
1;Lundi;2018;M1;2012;657;Comptabilité générale;PPN164247157;330491;3;person_820
1;Mercredi;2017;M2;2016;616;ORL, chirurgie cervico-faciale;PPN191561487;397886;5;person_1158
1;Vendredi;2019;DO;1999;658;Les^systèmes de mesure de la performance;PPN048448605;10759;2;person_1938
1;Jeudi;2016;M1;2006;659;Internet media cannibale;PPN109333845;89601;2;person_611
1;Vendredi;2015;L3;2005;910;Tourismes;PPN092599761;67945;12;person_1939
1;Lundi;2018;L1;2016;420;Le^TOEFL iBT® par la pratique;PPN192965239;405898;5;person_1940
1;Mercredi;2017;L3;2014;658;DCG 11;PPN178661457;347236;2;person_1159
1;Mardi;2019;M2;2016;616;ORL, chirurgie cervico-faciale;PPN191561487;397886;6;person_1449
1;Mercredi;2016;M1;2010;658;La^communication financière;PPN146751256;268763;11;person_1941
1;Lundi;2015;M2;2015;616;Cardiologie;PPN183659562;350427;9;person_1942
1;Vendredi;2017;LE;2002;512;Algèbre linéaire;PPN068730349;34717;6;person_723
1;Mardi;2016;M1;2004;152;L'évaluation des troubles de la mémoire;PPN080014070;57598;2;person_1483
1;Samedi;2015;M2;2006;657;La^comptabilité générale à la portée de tous !;PPN101321848;76423;1;person_1943
1;Vendredi;2016;M2;2011;658;La^responsabilité sociale de l'entreprise;PPN152681507;279010;7;person_10
1;Mardi;2017;M2;2015;658;Business plans;PPN184189292;357718;7;person_1766
1;Jeudi;2015;M2;1995;910;Tourisme et environnement en Méditerranée;PPN00363857X;235439;9;person_881
1;Mercredi;2015;M1;2002;658;Les^nouvelles stratégies de coaching;PPN072241349;47917;8;person_851
1;Vendredi;2018;M2;2018;616;Anesthésie, réanimation;PPN224715259;418345;12;person_1944
1;Mercredi;2018;LE;2008;658;La^conduite de projet;PPN12725157X;112408;12;person_1166
1;Samedi;2015;M1;2010;658;Optimiser sa communication digitale;PPN148090036;270931;4;person_1945
1;Samedi;2017;M2;2014;616;Hématologie;PPN180899678;349628;3;person_8
1;Samedi;2019;M2;2010;658;Contrôle de gestion;PPN144260395;265667;4;person_708
1;Mardi;2018;M2;2003;658;Manager le changement ou et changer le management...;PPN075241765;52019;1;person_1946
1;Lundi;2019;M2;2007;658;Méthodes de recherche en management;PPN112921434;91112;3;person_964
1;Samedi;2015;L1;2011;658;Management;PPN155114557;314193;1;person_789
1;Jeudi;2017;M1;2013;658;Gestion des compétences et GPEC;PPN168996391;337180;5;person_930
1;Vendredi;2015;M2;2013;616;Pédiatrie, pédopsychiatrie, urgences pédiatriques;PPN171369696;338273;11;person_572
1;Jeudi;2018;M2;2013;658;Finance d'entreprise;PPN171437179;337175;10;person_1947
1;Mercredi;2016;M2;1970;840;Camus 1970;PPN001892606;79351;7;person_287
1;Mardi;2017;L1;2014;616;Ophtalmologie;PPN182024156;352916;11;person_1948
1;Mardi;2015;LC;2012;200;Our religious brains;PPN181008262;350812;9;person_1949
1;Mercredi;2015;M2;2007;158;Psychologie du travail et comportement organisationnel;PPN125972725;123968;5;person_1467
1;Jeudi;2017;LC;2013;490;Guide de conversation chinois;PPN169217205;410558;11;person_1004
1;Mercredi;2019;M1;2012;658;Fusions, acquisitions;PPN158491343;314216;1;person_1153
1;Mardi;2016;L3;2012;910;Ibiza mon amour;PPN160687020;347770;3;person_1950
1;Vendredi;2016;M1;2012;420;60 étapes pour réussir en anglais;PPN163956804;324907;1;person_261
1;Samedi;2015;M2;2002;658;Diriger et motiver;PPN067243886;30660;11;person_553
1;Mardi;2016;LC;2015;658;Gestion des ressources humaines;PPN184221773;356647;11;person_1341
1;Mardi;2016;M2;2005;658;Espionnage business;PPN086178210;71165;1;person_161
1;Mardi;2016;L3;2014;658;Gestion des ressources humaines;PPN179725025;395653;11;person_1951
1;Mercredi;2015;M1;2007;658;Management de projet;PPN112486207;95519;5;person_956
1;Lundi;2015;L1;2010;610;Biochimie et biologie moléculaire;PPN14716012X;269119;3;person_1952
1;Samedi;2017;L1;2005;152;L'étrange, le familier, l'oublié;PPN093862059;72781;10;person_457
1;Vendredi;2016;L3;2011;657;Analyse financière;PPN153143282;306055;11;person_11
1;Mardi;2019;DO;2014;658;Méthodes de recherche en management;PPN179373145;350916;1;person_1410
1;Mercredi;2017;L2;1995;658;Comment trouver le leader en vous;PPN029707072;252350;2;person_1953
1;Mardi;2016;M1;2011;658;Management de la connaissance;PPN15119002X;282679;6;person_1954
1;Samedi;2015;M1;2010;376;Le^guide du CV;PPN14723557X;309612;10;person_1955
1;Lundi;2015;M2;1993;658;Comprendre le bilan de compétences;PPN002919060;66837;2;person_1956
1;Mercredi;2016;M2;2013;658;Stratégie et business models;PPN174121857;349680;7;person_1667
1;Mardi;2017;M2;1991;658;La^métamorphose de l'organisation;PPN002419114;198773;12;person_1957
1;Lundi;2017;DO;2012;374;Apprendre à lire vite;PPN163454728;327626;4;person_650
1;Dimanche;2019;L3;2008;658;Stratégique;PPN12450261X;127060;1;person_311
1;Samedi;2016;M1;2012;658;Comportements du consommateur;PPN160757592;316373;1;person_1958
1;Jeudi;2018;L1;1973;152;The^working brain;PPN009308199;149920;11;person_1684
1;Vendredi;2017;DO;2016;657;DCG 9;PPN193485907;403236;11;person_1829
1;Vendredi;2017;L3;2000;152;La^mémoire autobiographique;PPN055263771;69933;3;person_1959
1;Mardi;2017;PU;2013;420;Guide de conversation anglais;PPN169840468;336402;5;person_129
1;Vendredi;2018;L1;2017;420;Se remettre à l'anglais;PPN202652106;409772;1;person_1460
1;Jeudi;2019;M2;2017;658;Principles of corporate finance;PPN193850710;421246;2;person_792
1;Mercredi;2019;L2;2017;658;Analyse financière;PPN202642054;410106;2;person_1960
1;Jeudi;2015;L1;2014;616;Pédiatrie;PPN177965584;342560;4;person_90
1;Jeudi;2016;L3;2013;658;Comment créer votre entreprise ?;PPN169196011;339618;12;person_1159
1;Lundi;2018;M2;2017;616;Dermatologie;PPN22105474X;412603;2;person_119
1;Vendredi;2017;L1;2011;658;Manager la génération Y avec les neurosciences;PPN14989502X;307433;7;person_1961
1;Mercredi;2017;L3;2010;658;DCG 11;PPN14661481X;270926;3;person_319
1;Jeudi;2019;M2;2017;658;Global marketing;PPN194628167;421265;3;person_18
1;Jeudi;2018;M1;2002;658;La^vente;PPN059827750;30476;6;person_1401
1;Samedi;2017;L1;2016;658;Management;PPN192267736;403819;10;person_1962
1;Mardi;2015;LE;2007;657;Comptabilité financière;PPN113745214;98170;2;person_1963
1;Jeudi;2018;M2;2009;658;Management et pilotage de la performance;PPN136402208;127589;3;person_1784
1;Lundi;2017;M2;2004;153;Les^techniques d'analyse de l'activité pour l'interaction homme-machine;PPN080901107;57515;11;person_745
1;Jeudi;2017;L3;2012;158;Sommes-nous tous racistes ?;PPN161215564;315987;7;person_1964
1;Lundi;2016;M6;2013;616;Cancérologie;PPN171358503;335033;1;person_370
1;Mercredi;2017;L3;2008;658;Le^meilleur du DCG 6;PPN123309069;106497;10;person_1965
1;Mercredi;2019;M1;2015;658;La^prévention des risques psychosociaux;PPN188125299;394752;4;person_862
1;Jeudi;2019;M2;2017;658;Marketing business to business;PPN204354056;411768;3;person_624
1;Mercredi;2016;L2;1999;658;Comment prendre la bonne décision;PPN049228587;10011;1;person_474
1;Lundi;2017;PU;2014;658;Finance d'entreprise;PPN180080059;352176;3;person_120
1;Samedi;2017;M2;2016;658;Manager une équipe projet;PPN192858874;404006;3;person_1966
1;Dimanche;2017;L2;2015;519;Probabilités et statistiques appliquées;PPN184906776;356857;10;person_1967
1;Lundi;2015;L1;2012;910;Ibiza mon amour;PPN160687020;347770;3;person_1968
1;Jeudi;2015;M2;2014;616;Hématologie, onco-hématologie;PPN181651076;352987;4;person_506
1;Mercredi;2018;EC;2010;657;Le^meilleur des normes comptables internationales IAS-IFRS;PPN143006118;147550;11;person_192
1;Dimanche;2015;M2;2010;610;Sémiologie médicale;PPN14775142X;270663;10;person_934
1;Dimanche;2015;L1;2009;658;Gestion de la relation client;PPN136927122;127117;5;person_1006
1;Lundi;2015;M2;2008;658;Santé et social;PPN124880088;107699;8;person_1969
1;Lundi;2015;M2;2014;616;Pneumologie;PPN181262258;351762;4;person_88
1;Vendredi;2017;M2;2011;420;Se perfectionner en anglais;PPN156010119;336359;3;person_821
1;Lundi;2015;M2;2009;658;Stratégies;PPN131418564;127565;1;person_275
1;Mercredi;2019;L2;2010;657;Exercices corrigés de comptabilité générale;PPN146517229;270937;1;person_1970
1;Jeudi;2018;L2;2012;152;La^cognition gestuelle;PPN161449204;315998;9;person_1971
1;Vendredi;2015;L3;2005;658;Gestion de trésorerie;PPN090354486;97945;3;person_1024
1;Mercredi;2015;M2;2014;659;De la publicité à la communication responsable;PPN178277053;347239;9;person_1972
1;Samedi;2018;M2;2014;658;Marketing;PPN179376861;395654;9;person_1973
1;Jeudi;2016;M1;2009;378;Rédiger un mémoire de master ou professionnel;PPN132924730;118767;4;person_313
1;Vendredi;2016;LC;1991;410;Quand dire, c'est faire;PPN120724782;126575;6;person_407
1;Jeudi;2017;M1;2015;616;Urologie;PPN188043454;360457;3;person_364
1;Lundi;2015;L1;2013;616;Ophtalmologie;PPN172532272;337586;3;person_90
1;Lundi;2018;M2;2006;658;Système intégré de management;PPN110252446;84618;5;person_1974
1;Mercredi;2015;M2;2008;658;La^fonction ressources humaines stratégique;PPN122045653;104439;1;person_1975
1;Vendredi;2015;M2;2014;616;Gériatrie;PPN180903489;349626;12;person_1357
1;Mardi;2016;M2;2016;657;Comptabilité générale;PPN194937577;403117;10;person_128
1;Lundi;2015;DO;2008;616;Neurologie;PPN12386447X;106068;5;person_460
1;Mercredi;2017;L3;2010;657;Analyse financière;PPN146285204;270949;1;person_449
1;Lundi;2016;M2;1984;156;Mondes animaux et monde humain;PPN022883088;141124;9;person_1976
1;Lundi;2016;M2;2013;616;Hépato-gastro-entérologie, chirurgie digestive;PPN172794439;337328;2;person_1055
1;Jeudi;2016;M2;2014;658;E-marketing & e-commerce;PPN181422727;351791;8;person_1977
1;Vendredi;2015;M6;2015;616;Cardiologie;PPN183659562;350427;10;person_724
1;Mercredi;2018;M2;2008;658;Méthodologie de la recherche;PPN127246150;112344;10;person_1978
1;Mercredi;2015;M2;2015;616;Cardiologie;PPN183659562;350427;7;person_1979
1;Mardi;2016;L1;2014;616;Hématologie;PPN181011751;350276;2;person_724
1;Mercredi;2015;M2;2009;658;Management de projet;PPN137374054;140582;1;person_806
1;Samedi;2016;LE;2010;658;Contrôle de gestion;PPN14650531X;268773;3;person_180
1;Lundi;2016;L1;2013;616;Modules 4 & 6;PPN170709671;335057;2;person_900
1;Lundi;2016;M1;2013;657;DCG épreuve 10;PPN17123684X;339225;5;person_1980
1;Jeudi;2015;L3;2013;658;Strategor;PPN17046220X;337197;4;person_342
1;Vendredi;2016;M1;2015;658;Gestion financière de l'entreprise;PPN183255623;354342;1;person_1302
1;Jeudi;2017;L3;2008;658;E-commerce;PPN124696880;108257;6;person_1981
1;Mercredi;2015;M2;2014;658;Marketing touristique et hôtelier;PPN182525597;356930;6;person_1982
1;Vendredi;2015;M1;2009;658;Contrôle de gestion et gestion budgétaire;PPN138874212;130288;7;person_306
1;Jeudi;2015;L3;2012;420;Harrap's grammaire anglaise;PPN158709896;342611;12;person_1983
1;Vendredi;2015;L1;2006;576;Classification phylogénétique du vivant;PPN098181408;74312;2;person_1264
1;Vendredi;2016;M2;2015;658;La^prévention des risques psychosociaux;PPN188125299;394752;6;person_1984
1;Jeudi;2016;M1;2010;374;Le^guide des méthodes de travail de l'étudiant;PPN146624858;267018;11;person_305
1;Samedi;2015;M1;1990;658;Apprécier et valoriser les hommes;PPN001724835;231527;4;person_1719
1;Jeudi;2015;L1;2011;616;Dossiers de pneumologie;PPN156421879;308902;1;person_1985
1;Mardi;2015;M2;2012;658;Inside Apple;PPN160549795;314365;10;person_1269
1;Vendredi;2019;M2;2007;658;Comment... recruter ou se faire recruter;PPN118283693;97981;7;person_254
1;Samedi;2019;M1;2004;658;Marketing du tourisme et de l'hôtellerie;PPN077843665;66959;5;person_465
1;Lundi;2019;M1;2007;658;Méthodes et astuces pour... mieux négocier;PPN118369784;97888;2;person_255
1;Lundi;2018;M1;2016;616;Neurochirurgie;PPN195237587;404414;11;person_1197
1;Jeudi;2017;L2;2010;371;"Des ""héritiers"" en échec scolaire";PPN147336430;331846;9;person_1986
1;Jeudi;2015;M2;2009;658;Gestion des ressources humaines;PPN136877559;140565;2;person_1469
1;Mardi;2017;L1;2014;610;Histologie-UE2;PPN18070978X;350020;1;person_1211
1;Jeudi;2019;LE;2013;616;Endocrinologie, diabétologie, nutrition;PPN172787769;337783;5;person_236
1;Mercredi;2015;L1;2007;658;Stratégie d'entreprise;PPN114736367;93953;6;person_436
1;Mercredi;2017;L3;2012;658;La^boîte à outils du consultant;PPN159735726;314182;11;person_1045
1;Vendredi;2016;L1;2004;612;Précis d'histologie;PPN081819900;65889;9;person_1987
1;Mardi;2017;M2;2009;500;Histoire des sciences à l'époque moderne;PPN137842724;129653;1;person_1850
1;Mardi;2017;M1;2016;616;Mikbook;PPN191694509;401170;6;person_1988
1;Vendredi;2018;L3;2015;658;DSCG 2;PPN189207795;401705;2;person_740
1;Mardi;2018;M1;2010;658;Cultures et organisations;PPN146591720;270811;10;person_1989
1;Samedi;2017;L1;2000;152;Manuel de neuropsychologie;PPN053113780;16378;10;person_1132
1;Mardi;2016;M1;2015;616;Référentiel de médecine vasculaire et de chirurgie vasculaire;PPN187904987;395084;9;person_364
1;Mardi;2015;M2;2004;658;La^fidélisation des ressources humaines;PPN076396029;48097;2;person_334
1;Jeudi;2017;M2;2017;616;Santé publique, médecine du travail - médecine légale;PPN198590474;408661;6;person_299
1;Mercredi;2018;M2;2013;5;Microsoft® Excel 2013 & VBA;PPN176615350;352187;11;person_616
1;Lundi;2015;M1;2007;658;Ressources humaines et gestion des personnes;PPN113605064;91931;4;person_1990
1;Mardi;2015;LE;2012;658;Codes de bonne conduite, chartes éthiques;PPN161841457;327660;7;person_443
1;Mercredi;2015;M2;2015;658;E-marketing & e-commerce;PPN184262569;357720;7;person_1991
1;Vendredi;2018;M2;2015;616;Hématologie;PPN18825692X;360427;1;person_157
1;Mardi;2018;M2;2015;616;Pédiatrie;PPN183640926;354875;3;person_1124
1;Mardi;2017;L2;2010;658;Méthode de conduite du changement;PPN140714901;146282;5;person_64
1;Jeudi;2016;L3;2003;658;Stratégie de fidélisation;PPN074119184;37434;4;person_1326
1;Samedi;2015;M2;2015;616;Cardiologie;PPN183659562;350427;10;person_82
