nb_pret;jour_pret;annee_pret;type_lecteur;date_pub;indice;titre;ppn;num;mois_pret;id_lecteur
1;Mardi;2016;M1;2008;657;Comptabilité générale et gestion des entreprises;PPN116590173;94799;5;person_3375
1;Mardi;2015;L3;2009;659;Les^relations publiques;PPN133493431;124215;4;person_2768
1;Lundi;2017;PU;2005;658;Méthodes de communication interpersonnelle;PPN095592571;84748;1;person_523
1;Jeudi;2016;M2;2008;658;Maîtriser les processus de l'entreprise;PPN127586431;112419;11;person_606
1;Mardi;2015;M2;2013;616;Ophtalmologie, ORL, stomatologie;PPN175161860;352764;6;person_188
1;Mercredi;2015;L2;2012;657;DCG 9;PPN16397067X;339207;12;person_1609
1;Jeudi;2018;L1;2004;658;Applied mergers and acquisitions;PPN092101348;333727;2;person_3424
1;Dimanche;2016;M2;2012;420;Réussir le TOEIC;PPN164020918;324494;2;person_3425
1;Vendredi;2018;M2;2017;616;Dermatologie;PPN22105474X;412603;5;person_461
1;Vendredi;2015;L3;2013;657;DCG 2e année;PPN168514117;339221;1;person_701
1;Samedi;2018;L3;2013;658;DCG 6;PPN17207858X;337148;2;person_671
1;Mercredi;2017;M1;2015;616;Réussite à la LCA;PPN189570393;395698;6;person_172
1;Samedi;2019;L3;2011;658;Luxury attitude;PPN151876835;307449;4;person_2444
1;Jeudi;2017;M1;2012;420;Tests complets pour le TOEIC®;PPN163778337;324908;1;person_562
1;Dimanche;2017;M2;2003;658;Le^merchandising;PPN076141756;48139;3;person_284
1;Dimanche;2018;M2;2009;658;Le^contrôle de gestion;PPN136429599;140559;5;person_433
1;Mercredi;2015;M2;2007;658;Ingénierie de la collaboration;PPN119922428;101527;5;person_3426
1;Lundi;2016;L3;2007;618;L'allaitement maternel;PPN11919967X;272754;4;person_3427
1;Mercredi;2018;L3;2011;657;DSCG 4;PPN155080431;308386;10;person_1039
1;Lundi;2018;M2;2010;658;Résilience organisationnelle;PPN143097342;146409;5;person_1761
1;Samedi;2017;M2;2012;920;L'histoire à Sciences Po en 39 fiches;PPN163837007;327464;2;person_83
1;Mardi;2017;M2;2016;616;Médecine interne;PPN191326399;397887;4;person_1851
1;Jeudi;2016;M2;2010;658;Conduite du changement;PPN143863320;265663;12;person_801
1;Mercredi;2018;L2;2004;540;100 manipulations de chimie générale et analytique;PPN08022055X;55557;4;person_749
1;Samedi;2015;M2;2007;362;L'empire du traumatisme;PPN113337604;104109;11;person_3428
1;Lundi;2015;M1;2010;658;Éthique et gouvernance des organisations;PPN146900189;270938;4;person_542
1;Jeudi;2015;M2;2003;658;Market;PPN075228289;52018;12;person_414
1;Jeudi;2018;LE;2013;658;Méthode de conduite du changement;PPN171183223;395108;10;person_1166
1;Mercredi;2016;LE;2015;616;Gériatrie;PPN184392187;356806;9;person_322
1;Lundi;2018;M2;2014;616;Médecine interne;PPN182889750;354897;4;person_119
1;Lundi;2015;PU;2008;370;Actualité de Basil Bernstein;PPN131408410;116651;12;person_3429
1;Mardi;2017;DO;2013;5;Microsoft® Excel 2013 & VBA;PPN176615350;352187;2;person_3430
1;Mardi;2019;LE;2011;658;Le^low cost;PPN149705018;399088;7;person_1809
1;Mercredi;2018;M1;1993;658;Management des ressources humaines des forces de vente;PPN003220982;252678;5;person_1401
1;Dimanche;2018;L1;2017;616;ECN.Pilly;PPN20399647X;411105;4;person_3392
1;Mardi;2018;M1;2017;910;Le^tourisme;PPN204444160;413297;2;person_1850
1;Lundi;2016;M1;2015;658;Fonctions RH;PPN184105846;356797;4;person_2318
1;Lundi;2018;L3;2006;658;Analyse et décisions financières;PPN110432711;83290;2;person_3431
1;Vendredi;2015;M2;2000;658;Audit des ressources humaines;PPN051812967;22306;11;person_725
1;Jeudi;2018;M2;2006;658;12 cas de communication d'entreprise;PPN11206017X;89187;7;person_377
1;Mercredi;2015;L1;2014;616;Pédiatrie;PPN177965584;342560;3;person_90
1;Dimanche;2016;M1;2001;512;Algèbre commutative;PPN05860328X;26338;11;person_196
1;Dimanche;2017;M2;2016;616;Maladies infectieuses;PPN191881783;398697;3;person_147
1;Jeudi;2016;PU;1986;658;La^Démarque inconnue;PPN021100772;151115;6;person_2047
1;Dimanche;2019;L3;2013;510;Mathématiques;PPN17052678X;336600;2;person_3432
1;Jeudi;2015;L1;2012;616;Handicap, incapacité, dépendance;PPN164287868;324905;4;person_90
1;Vendredi;2017;M1;2017;420;TOEFL /TOEIC express;PPN201731282;409774;9;person_313
1;Lundi;2018;LE;2017;420;TOEFL /TOEIC express;PPN201731282;409774;7;person_148
1;Mercredi;2017;LC;2015;4;L'art de faire des recherches et de partager l'information;PPN185170382;355507;2;person_537
1;Lundi;2016;L3;2014;657;Comptabilité approfondie;PPN180806556;348445;4;person_315
1;Mercredi;2017;L3;2011;420;Vocabulaire et grammaire pour le nouveau TOEIC®;PPN156017377;313394;10;person_3433
1;Lundi;2015;M2;2013;616;Dossiers transversaux;PPN175160910;352762;6;person_307
1;Lundi;2017;M2;2015;616;Réussite LCA;PPN183455908;354885;9;person_172
1;Samedi;2015;L3;2008;658;Gestion financière de l'entreprise;PPN12735980X;108534;4;person_3052
1;Mardi;2017;M2;2012;616;Neurologie et neurochirurgie;PPN165234067;327665;1;person_92
1;Vendredi;2015;L2;2009;658;Management de la qualité;PPN136511074;140561;11;person_3434
1;Jeudi;2019;M2;2017;616;Ophtalmologie;PPN204333822;411137;7;person_1412
1;Lundi;2015;L1;2004;610;La^biochimie en 1001 QCM;PPN080207812;57249;3;person_1952
1;Vendredi;2016;EC;2007;658;DCG 6;PPN117918733;98455;11;person_192
1;Mercredi;2017;L3;2014;420;Pass the TOEIC® test;PPN180893629;356548;5;person_2324
1;Vendredi;2019;L1;2016;616;Endocrinologie, diabétologie et maladies métaboliques;PPN196210259;404398;3;person_569
1;Mardi;2015;L3;2012;420;DCG épreuve 12;PPN16202455X;339212;10;person_3274
1;Mercredi;2018;M1;2004;153;Introduction aux sciences cognitives;PPN081510446;349788;7;person_2377
1;Mercredi;2015;M1;2010;616;Pédiatrie;PPN148955177;306213;2;person_90
1;Lundi;2015;M1;2010;658;Écomanagement;PPN142416010;146322;10;person_2495
1;Lundi;2015;M2;2006;658;CRM, customer relationship management;PPN099002213;84604;11;person_3435
1;Mardi;2016;M2;2015;616;Gériatrie;PPN184392187;356806;11;person_185
1;Jeudi;2015;M1;2010;910;Le^tourisme en France;PPN142992003;267274;9;person_1604
1;Lundi;2016;M2;2009;616;Neurologie;PPN136735851;123645;9;person_178
1;Vendredi;2018;DO;2011;420;Se perfectionner en anglais;PPN156010119;336359;8;person_3436
1;Vendredi;2019;PU;2000;658;Le^e-client est dans la place;PPN051678519;31807;6;person_673
1;Jeudi;2017;M2;2009;658;Comportement organisationnel;PPN131604759;126147;10;person_453
1;Jeudi;2016;DO;2009;658;Management des entreprises;PPN134666798;127834;9;person_1276
1;Vendredi;2015;M1;2012;658;Management de la fidélisation;PPN159232899;327643;5;person_2647
1;Mardi;2015;M2;2014;658;Stratégique;PPN178424293;357093;7;person_2940
1;Vendredi;2017;M1;2016;658;Gestion des ressources humaines;PPN194350045;402849;3;person_763
1;Vendredi;2016;M2;2015;616;Hématologie;PPN18825692X;360427;5;person_965
1;Mercredi;2017;M2;2015;659;Misez sur les réseaux sociaux;PPN184954037;358195;3;person_3437
1;Mercredi;2019;M1;2015;658;Diagnostic stratégique;PPN18325385X;401118;4;person_2158
1;Vendredi;2015;M2;2012;950;La^Chine et le monde au XXe siècle;PPN164541845;325855;12;person_3438
1;Mercredi;2015;L1;2013;616;Hématologie;PPN168277603;331749;3;person_1749
1;Vendredi;2019;L3;2016;657;DCG épreuve 10;PPN193367556;401478;3;person_426
1;Lundi;2015;M6;2014;616;ORL;PPN180557599;349614;11;person_30
1;Mercredi;2018;M2;2017;616;Rhumatologie;PPN200726390;409298;5;person_8
1;Mercredi;2018;M2;2011;610;Sémiologie médicale;PPN15567224X;306149;4;person_26
1;Jeudi;2015;M1;2014;910;Hawaï;PPN178272795;345982;9;person_128
1;Jeudi;2016;LE;2005;5;Unix;PPN090157680;66929;12;person_221
1;Vendredi;2018;M2;2016;658;Toutes les clés d'un business plan réussi;PPN19577910X;418588;10;person_1189
1;Mardi;2018;L1;2006;658;Marketing research;PPN103205470;127662;3;person_414
1;Mardi;2018;LE;2013;658;DSCG 5;PPN171790081;339188;5;person_148
1;Lundi;2015;L1;2014;616;Pédiatrie;PPN181551926;349681;5;person_469
1;Dimanche;2016;L1;2003;158;La^psychologie sociale;PPN075761890;56482;10;person_3439
1;Mercredi;2016;M1;2016;657;Comptabilité approfondie;PPN193832445;403240;10;person_331
1;Lundi;2015;L3;2013;657;DCG 10;PPN16895060X;339184;1;person_2477
1;Mardi;2018;L1;2017;658;Marketing sensoriel et expérientiel du point de vente;PPN219967474;412260;6;person_414
1;Lundi;2017;L1;2005;658;Guide des outils du knowledge management;PPN086850768;72844;9;person_1087
1;Vendredi;2015;L2;2010;374;Le^guide des méthodes de travail de l'étudiant;PPN146624858;267018;7;person_815
1;Mardi;2015;M2;2009;658;Marketing des organisations sportives;PPN137118538;141207;7;person_974
1;Mardi;2018;LE;2015;658;La^communication managériale;PPN184915937;358197;4;person_148
1;Vendredi;2016;M1;2011;158;L'ergonomie des objets et des environnements physiques et numériques;PPN150729723;309146;4;person_1932
1;Dimanche;2015;M2;2011;658;Management;PPN155114557;314193;10;person_1087
1;Mercredi;2015;M1;2011;158;L'ergonomie des objets et des environnements physiques et numériques;PPN150729723;309146;11;person_2682
1;Vendredi;2016;M2;2013;658;Gestion de l'innovation;PPN171396014;337184;7;person_3440
1;Lundi;2018;L2;2016;658;Méthode de conduite du changement;PPN196170648;417686;7;person_603
1;Vendredi;2017;M1;2007;658;The^future of management;PPN130718327;270263;11;person_3441
1;Lundi;2017;M2;2006;658;Management du temps de travail;PPN109129571;84668;10;person_1946
1;Samedi;2018;M2;2005;658;RH, les apports de la psychologie du travail;PPN095337245;72795;11;person_1522
1;Dimanche;2015;LE;2008;657;DCG 10;PPN117405221;96983;3;person_180
1;Samedi;2019;L2;2010;610;Physique;PPN146947967;268876;4;person_3442
1;Mercredi;2017;L2;2015;658;La^gestion des ressources humaines;PPN188238972;394637;3;person_2240
1;Lundi;2019;L1;2013;616;Total ECN imagerie;PPN172752116;277691;3;person_3288
1;Dimanche;2018;L1;2011;611;Atlas d'anatomie humaine;PPN153587601;307031;5;person_545
1;Vendredi;2018;LE;2013;658;Internet marketing 2013;PPN16728732X;339532;4;person_304
1;Vendredi;2017;M2;2017;616;Hépatologie, gastro-entérologie, chirurgie viscérale;PPN204254213;412225;12;person_25
1;Mardi;2017;L2;2004;364;Punir les pauvres;PPN080734936;57046;2;person_3443
1;Dimanche;2015;M1;2006;658;Toute la fonction ressources humaines;PPN104915072;83494;5;person_3173
1;Jeudi;2015;M2;2013;616;Rhumatologie;PPN174985568;352853;8;person_28
1;Mardi;2017;LE;2015;510;Mathématiques;PPN188135634;394867;3;person_476
1;Lundi;2017;M2;2014;616;Gériatrie;PPN181662590;352194;10;person_169
1;Samedi;2017;M2;2015;616;Hépato-gastro-entérologie, chirurgie digestive;PPN188482318;360428;2;person_92
1;Vendredi;2016;LC;2013;657;DCG épreuve 9;PPN171238672;339237;9;person_1723
1;Jeudi;2016;L2;2013;657;Introduction à la comptabilité;PPN171608135;336086;1;person_3444
1;Mardi;2015;L2;2010;420;L'anglais du voyageur pour les nuls;PPN143895338;336396;6;person_2455
1;Mardi;2019;M2;1997;371;Violences à l'école;PPN004299272;262743;1;person_3445
1;Vendredi;2018;L1;2015;519;Statistiques descriptives;PPN184948649;357327;10;person_3446
1;Vendredi;2016;M2;2004;910;Histoire du thermalisme en France au XIXe siècle;PPN082851719;86614;11;person_691
1;Mardi;2015;M2;1998;371;La^vie matérielle des étudiants;PPN004354842;259856;10;person_3447
1;Mardi;2019;LE;2010;370;Les^sociétés et leur école;PPN146700619;267706;2;person_184
1;Jeudi;2015;L1;2014;658;L'été numérique;PPN179353454;348447;10;person_2127
1;Mercredi;2019;DO;2014;658;Management;PPN180562207;350821;1;person_2195
1;Mercredi;2019;M2;2017;616;Pédiatrie;PPN20465064X;411381;2;person_2406
1;Mardi;2015;L1;2013;616;Hématologie;PPN168277603;331749;4;person_201
1;Samedi;2015;M1;2013;659;La^communication évènementielle;PPN168077124;352177;5;person_607
1;Mercredi;2016;M2;2010;658;Construire les compétences individuelles et collectives;PPN143484672;265661;11;person_1441
1;Mardi;2017;M1;2006;658;Gestion financière;PPN110235185;96569;3;person_2799
1;Jeudi;2016;M2;2015;616;ORL, stomatologie, chirurgie maxillo-faciale;PPN18788305X;361047;7;person_299
1;Vendredi;2015;M5;2013;616;Neurologie, neurochirurgie;PPN17135687X;335017;2;person_30
1;Vendredi;2018;M1;2004;658;Marketing du sport;PPN082103364;59469;8;person_2173
1;Vendredi;2018;LE;2012;374;Le^guide de la lecture rapide et efficace;PPN163832277;327630;11;person_2886
1;Mercredi;2016;DO;1999;658;Le^commerce électronique;PPN045206678;7752;4;person_1541
1;Mardi;2018;M2;2015;658;Conduire le changement;PPN188421556;405901;1;person_1946
1;Mardi;2015;DO;2011;374;Réussir un mémoire de fin de cycle;PPN155532065;306463;3;person_323
1;Dimanche;2018;M2;2016;657;Comptabilité financière;PPN19441518X;402707;1;person_1764
1;Vendredi;2018;M2;2013;616;Santé publique;PPN167606263;330532;9;person_119
1;Dimanche;2016;L1;2015;616;Anesthésie, réanimation;PPN189008016;394767;1;person_695
1;Lundi;2015;M2;1999;658;L'encadrement de proximité;PPN046546480;7497;5;person_365
1;Vendredi;2019;M1;2018;616;Urologie;PPN23041009X;422201;3;person_140
1;Lundi;2016;M2;2015;616;Médecine interne;PPN190686235;397622;12;person_588
1;Mercredi;2019;L3;2010;610;Mini manuel de biologie cellulaire;PPN149529430;277293;2;person_867
1;Samedi;2018;L1;2007;550;Géologie;PPN117230707;94772;11;person_3448
1;Mardi;2017;M1;2012;616;Imagerie médicale;PPN165720204;329510;4;person_3449
1;Mercredi;2018;L1;2008;659;Advertising is dead, long live advertising!;PPN171216474;333725;7;person_1092
1;Jeudi;2017;L1;2012;420;Harrap's grammaire anglaise;PPN158709896;342611;9;person_3450
1;Lundi;2016;M1;2008;658;Finance;PPN127396055;107735;11;person_2799
1;Mercredi;2017;L1;2012;420;Harrap's grammaire anglaise;PPN158709896;342611;11;person_1460
1;Dimanche;2018;M2;2017;616;Médecine interne;PPN204388953;412224;12;person_601
1;Vendredi;2017;EC;2015;658;Le^sport en entreprise;PPN184220793;356940;2;person_847
1;Vendredi;2017;M2;2016;616;Orthopédie;PPN194966429;405924;3;person_185
1;Lundi;2017;L2;2011;658;Les^fondements du contrôle de gestion;PPN154800279;307425;5;person_1389
1;Lundi;2018;L1;1991;658;Faire face aux stress de la vie quotidienne;PPN009253572;219147;9;person_415
1;Lundi;2018;L2;2008;658;Exister dans l'entreprise;PPN124792375;107697;1;person_3209
1;Dimanche;2019;L1;2012;611;Atlas d'anatomie;PPN163650314;333335;1;person_2417
1;Mercredi;2018;LE;2010;577;La^lutte biologique;PPN144193329;151910;4;person_219
1;Mardi;2018;L3;2014;420;200 % TOEIC;PPN178454478;348219;9;person_3451
1;Dimanche;2015;L1;2009;5;Programmer en Java;PPN137108133;129133;10;person_3452
1;Samedi;2015;L1;2013;616;Endocrinologie, diabète, nutrition;PPN175874735;341195;2;person_90
1;Vendredi;2018;L1;2016;512;Toute l'algèbre de la licence;PPN193766566;403158;10;person_358
1;Vendredi;2015;L1;2006;658;Management;PPN104616377;82319;3;person_135
1;Mercredi;2018;L1;2017;658;Management de l'innovation;PPN202778371;411677;1;person_1092
1;Mardi;2018;L2;2017;657;Plan comptable général 2017-2018;PPN199590753;411791;2;person_1374
1;Jeudi;2017;M2;2011;658;Lost in management;PPN150300611;282670;6;person_220
1;Mardi;2015;L1;2005;152;Neuropsychologie de l'enfant et troubles du développement;PPN087743760;69496;2;person_2848
1;Lundi;2015;M1;2005;152;Neuropsychologie de l'enfant et troubles du développement;PPN087743760;69496;11;person_2878
1;Mercredi;2018;L1;1992;658;Éthique, déontologie et gestion de l'entreprise;PPN002687585;229873;12;person_1435
1;Lundi;2018;L1;2009;616;Urgences;PPN140186654;139915;3;person_3453
1;Jeudi;2015;M2;2011;616;Médecine interne, module 8;PPN155731777;307829;1;person_1073
1;Lundi;2015;L3;2006;658;Principes de gestion financière;PPN102532168;76489;1;person_3454
1;Lundi;2015;-;2010;658;Qu'est-ce que le Lean Six Sigma?;PPN142373826;264464;12;person_3221
1;Vendredi;2016;M1;2013;420;Nouveau TOEIC®;PPN172665825;342609;3;person_396
1;Jeudi;2015;M1;1996;158;Psychologie du travail et des organisations;PPN007320892;259150;2;person_3455
1;Mercredi;2019;L3;2014;658;DSCG 3;PPN181364379;357694;6;person_2091
1;Mardi;2019;PU;2014;658;DSCG 3;PPN181364379;357694;3;person_3456
1;Jeudi;2018;M2;2013;616;Cardiologie, maladies vasculaires;PPN176025154;341197;2;person_1412
1;Lundi;2017;M2;2013;616;Gériatrie, module 5;PPN168193116;331748;12;person_2730
1;Lundi;2018;M2;2015;616;Rhumatologie;PPN189191155;394776;4;person_1562
1;Lundi;2017;M2;2016;616;Référentiel de psychiatrie et addictologie;PPN195253280;404778;1;person_371
1;Mercredi;2017;M1;2005;658;Manager la carrière des seniors;PPN087198177;71658;5;person_3457
1;Dimanche;2019;L1;2011;616;Santé publique;PPN151892334;306206;4;person_536
1;Vendredi;2018;M2;2017;616;Annales ECNi 2016;PPN200639730;409301;5;person_8
1;Jeudi;2017;L3;2013;420;Le^guide officiel du test TOEFL®;PPN167933086;330402;9;person_3458
1;Mardi;2016;M1;2014;616;Hépato-gastro entérologie, chirurgie digestive;PPN18339769X;354880;12;person_119
1;Jeudi;2015;L2;1994;658;La^communication publique en pratique;PPN003460835;245752;4;person_2264
1;Jeudi;2015;M2;2010;658;La^communication dans la gestion de projet;PPN140510753;148229;8;person_1108
1;Lundi;2016;M2;2012;658;Les^indicateurs clés de la RSE et du développement durable;PPN161263100;314751;3;person_3459
1;Mardi;2017;M2;2016;616;Dossiers transversaux;PPN191878960;398698;6;person_92
1;Mardi;2015;M2;2010;658;La^communication interne des entreprises;PPN146624122;268770;7;person_727
1;Samedi;2015;M1;2007;658;La^responsabilité sociale d'entreprise;PPN113721765;92083;2;person_121
1;Jeudi;2015;L3;2007;657;Les^normes comptables internationales IAS-IFRS;PPN118227122;97979;3;person_1302
1;Vendredi;2019;L1;2011;610;Santé publique;PPN157483282;310924;2;person_3260
1;Lundi;2018;M1;2017;658;Le^comportement du consommateur;PPN200313037;411693;3;person_550
1;Mardi;2015;M2;2013;616;Ophtalmologie;PPN172532272;337586;12;person_25
1;Jeudi;2015;L2;2011;610;Neurophysiologie;PPN150543417;278437;4;person_3460
1;Dimanche;2017;M2;2004;658;L'entreprise multiculturelle;PPN076942600;52662;11;person_304
1;Mardi;2018;L3;2017;658;Management du sport;PPN201697785;410280;5;person_61
1;Mercredi;2017;M2;2016;616;Le^bon usage du médicament et des thérapeutiques non médicamenteuses;PPN195163508;405897;5;person_250
1;Mercredi;2017;DO;2014;658;Les^grands auteurs en management international;PPN180549626;358166;1;person_257
1;Mercredi;2016;M2;2012;658;La^crise du management public;PPN159232953;314217;4;person_167
1;Vendredi;2018;L2;2010;658;Analyse financière;PPN146744861;309936;6;person_3461
1;Lundi;2019;M1;2015;658;La^communication de crise;PPN185163106;401477;7;person_2729
1;Samedi;2018;L2;2012;610;Biochimie;PPN163974640;326172;10;person_1557
1;Samedi;2018;L1;2013;510;Mathématiques;PPN17052678X;336600;11;person_3448
1;Samedi;2015;L3;2013;657;DCG 10;PPN16895060X;339184;3;person_1302
1;Mardi;2017;M2;2009;658;Auditer l'éthique et la qualité;PPN135491568;126470;12;person_56
1;Mardi;2015;M2;2014;616;Lecture critique d'un article médical;PPN178775940;351917;6;person_509
1;Jeudi;2017;DO;2012;658;La^boîte à outils du responsable qualité;PPN159284961;312924;12;person_410
1;Mardi;2017;M2;2012;420;Harrap's grammaire anglaise;PPN158709896;342611;5;person_821
1;Dimanche;2018;DO;2013;616;Le^book des ECN;PPN172349168;337589;11;person_109
1;Dimanche;2017;M2;2016;616;Médecine interne;PPN191326399;397887;4;person_2396
1;Lundi;2017;LE;2012;658;Management de projet;PPN162100418;327696;9;person_1166
1;Jeudi;2018;M2;2010;658;Conduite du changement;PPN143863320;265663;4;person_559
1;Lundi;2017;M2;2007;658;Gestion prévisionnelle et mesure de la performance;PPN117222712;94674;10;person_304
1;Samedi;2016;M2;2012;616;Neurologie;PPN16215433X;324994;10;person_170
1;Jeudi;2017;M2;2011;658;Business model;PPN154938017;329397;4;person_3462
1;Mardi;2017;M2;2006;658;Management de la sécurité des aliments;PPN098948652;81216;2;person_3463
1;Mercredi;2018;PU;2017;657;DSCG 4;PPN204661617;413319;9;person_1404
1;Dimanche;2016;M2;2014;616;Hématologie, onco-hématologie;PPN181651076;352987;1;person_3464
1;Dimanche;2017;L1;2013;610;QCM de biostatistiques;PPN17182816X;335283;11;person_1841
1;Vendredi;2016;M2;2008;658;Retour et capitalisation d'expérience;PPN124181457;107689;7;person_1362
1;Mercredi;2016;L3;2015;658;Luxe & marque;PPN185902138;359118;6;person_155
1;Mercredi;2016;M2;1989;658;Gérer et dynamiser ses collaborateurs;PPN021651051;159756;8;person_1115
1;Jeudi;2017;M2;2015;616;Hépato-gastro-entérologie, chirurgie digestive;PPN188482318;360428;11;person_26
1;Samedi;2016;L1;2015;616;Cardiologie;PPN188813152;395232;3;person_2480
1;Mercredi;2016;L2;1994;910;Le^tourisme international entre tradition et modernité;PPN004026799;140415;2;person_3465
1;Vendredi;2016;M2;2008;658;Guide pratique RH et compétences;PPN128719273;115596;4;person_559
1;Jeudi;2015;M2;2012;658;Les^nouvelles fondations des sciences de gestion;PPN164678166;350915;2;person_80
1;Vendredi;2015;M6;2012;616;Réanimation et urgences;PPN163666725;324914;10;person_724
1;Lundi;2018;M2;2015;657;Comptabilité générale;PPN188267484;402410;11;person_1644
1;Lundi;2015;M2;2014;659;De la publicité à la communication responsable;PPN178277053;347239;12;person_1237
1;Vendredi;2016;M1;2015;616;Lecture critique d'articles médicaux;PPN188179127;395235;6;person_1055
1;Mercredi;2015;M2;2007;39;Grand dictionnaire;PPN114363684;105112;12;person_1977
1;Mardi;2015;L1;2007;39;Grand dictionnaire;PPN114363684;105112;1;person_344
1;Lundi;2016;L3;2012;658;Le^guide pratique de l'auto-entrepreneur;PPN15897025X;314197;3;person_546
1;Vendredi;2017;DO;2009;658;La^négociation achat/vente;PPN131186949;117263;12;person_2337
1;Vendredi;2016;M2;2003;658;L'avantage concurrentiel;PPN076048446;42928;9;person_434
1;Samedi;2017;M1;2014;658;Marketing digital;PPN180008676;404345;4;person_771
1;Vendredi;2016;L3;2008;658;Théorie et management des organisations;PPN128514205;110649;12;person_2440
1;Vendredi;2018;M2;2013;658;A quoi servent les cadres ?;PPN168618761;337134;3;person_112
1;Lundi;2017;L3;2014;658;DCG 6;PPN178653829;394756;1;person_455
1;Lundi;2015;M1;2012;374;Bien rédiger son mémoire ou son rapport de stage;PPN160427436;314059;2;person_655
1;Vendredi;2018;DO;1996;658;Méthodes qualitatives et recherche en gestion;PPN003838706;244460;4;person_163
1;Mardi;2019;M2;2008;658;La^semaine de 4 heures;PPN122645162;103241;4;person_65
1;Vendredi;2017;M2;2016;658;Strategor;PPN19327227X;401704;7;person_1338
1;Lundi;2018;M1;2009;658;Manager la formation;PPN136805035;139078;5;person_1415
1;Vendredi;2017;M2;2014;616;Rhumatologie;PPN183440277;355839;7;person_8
1;Vendredi;2019;M2;2008;155;L'agir criminel adolescent;PPN12428860X;275140;5;person_3466
1;Jeudi;2017;M1;2015;414;Précis de structure syllabique;PPN188100083;361163;4;person_3467
1;Lundi;2016;L2;2015;657;Plan comptable général 2015-2016;PPN184295378;358188;12;person_3468
1;Lundi;2017;LE;2012;451;Italien;PPN161226418;336407;2;person_338
1;Lundi;2017;M1;2010;658;Analyse financière;PPN146744861;309936;1;person_1346
1;Mardi;2017;L3;2009;657;Introduction à l'analyse financière;PPN140171142;134702;10;person_477
1;Vendredi;2016;PU;2012;420;Anglais;PPN160758521;336395;10;person_1658
1;Mercredi;2015;L1;2010;616;Annales Maloine, internat-ECN 2002-2009;PPN148196861;333881;5;person_2356
1;Vendredi;2017;M1;2011;658;DCG 7;PPN15492699X;308388;2;person_394
1;Lundi;2015;M2;2004;658;Analyse économique et financière des nouveaux risques;PPN081171358;56700;9;person_2609
1;Jeudi;2015;LC;1996;370;Dictionnaire de la formation et du développement personnel;PPN003998126;8505;4;person_407
1;Jeudi;2015;M1;2007;658;Les^études qualitatives;PPN115097619;96144;4;person_1443
1;Lundi;2016;L2;2012;375;Concours sociaux;PPN164230335;324860;9;person_102
1;Vendredi;2016;M1;2013;616;Hépato-gastro entérologie;PPN172299411;336432;3;person_1055
1;Mardi;2017;M2;2012;4;Design d'expérience utilisateur;PPN163609349;330499;11;person_1533
1;Lundi;2016;L3;2010;658;Auto-entrepreneur;PPN140092633;148026;3;person_976
1;Mercredi;2015;LC;1998;39;Le^Robert & Collins Senior;PPN00442705X;9422;3;person_407
1;Mardi;2019;M2;2017;616;Dossiers de médecine générale;PPN20393704X;412230;4;person_119
1;Samedi;2016;M1;2014;616;Endocrinologie, nutrition;PPN179015095;351199;4;person_1075
1;Mardi;2018;L3;2014;420;200 % TOEIC;PPN178454478;348219;10;person_504
1;Mardi;2018;M1;2014;658;Management des entreprises du tourisme;PPN180418343;352431;5;person_2079
1;Jeudi;2016;DO;2009;658;Les^grands auteurs en management;PPN139279687;131913;9;person_1312
1;Dimanche;2017;M2;2017;616;Radiologie;PPN199227179;408599;6;person_797
1;Samedi;2019;M2;2018;616;Annales de LCA 2009-2017;PPN223507423;415688;2;person_157
1;Jeudi;2019;LE;2013;658;Méthode de conduite du changement;PPN171183223;395108;4;person_1166
1;Mercredi;2018;M2;2014;616;Gériatrie;PPN181662590;352194;12;person_2439
1;Mardi;2019;M1;2015;658;Luxe & marque;PPN185902138;359118;4;person_465
1;Mardi;2015;DO;2000;658;La^nouvelle excellence;PPN053295374;32328;5;person_257
1;Mercredi;2016;M2;2010;658;Les^outils du développement personnel pour manager;PPN147706416;270946;11;person_1441
1;Vendredi;2015;M2;2001;658;Audit et contrôle interne;PPN058755047;25977;4;person_1238
1;Vendredi;2018;L1;2016;616;Cardiologie vasculaire;PPN192874381;399693;3;person_28
1;Mercredi;2015;M1;1993;128;La^souffrance à distance;PPN003066754;256989;3;person_1414
1;Jeudi;2017;M1;2014;420;Vocabulaire et grammaire pour le TOEIC®;PPN181964317;356547;5;person_2941
1;Mardi;2018;L3;2013;420;TOEIC®;PPN170630110;348223;1;person_3327
1;Dimanche;2016;L3;2010;420;Full stop !;PPN144264595;152898;2;person_2336
1;Jeudi;2017;M1;2015;657;La^comptabilité;PPN184748550;358192;12;person_971
1;Vendredi;2018;L2;2004;658;Gestion de portefeuille;PPN081334222;71378;6;person_3461
1;Vendredi;2015;M2;2013;616;Pneumologie;PPN176186956;340776;5;person_21
1;Vendredi;2018;L3;2014;658;Management;PPN180562207;350821;2;person_740
1;Vendredi;2016;M2;2007;658;Maîtriser les conflits;PPN118950959;98497;4;person_224
1;Lundi;2015;M1;1988;658;Culture d'équipe;PPN00138452X;151757;3;person_1807
1;Jeudi;2018;M1;2013;658;Construire les compétences individuelles et collectives;PPN167238779;354755;6;person_1621
1;Lundi;2017;M2;2013;5;Excel 2013;PPN171257332;347235;2;person_3463
1;Lundi;2019;DO;2015;616;Cardiologie;PPN183659562;350427;2;person_109
1;Dimanche;2018;M1;2014;658;Gestion de la relation client;PPN180113429;398494;6;person_1514
