source,target,usersWhoAlsoWatched
53282,282051,1
265659,282051,1
401706,282051,1
115093,282051,1
314192,282051,1
59733,282051,1
146409,282051,1
97885,282051,1
337185,282051,1
134142,282051,1
28982,282051,1
13633,282051,1
71645,282051,1
154580,282051,1
399701,282051,1
264750,282051,1
190916,282051,1
32564,282051,1
337130,282051,1
264892,282051,1
101323,282051,1
268851,282051,1
52019,282051,1
398496,282051,1
331825,282051,1
268777,265659,1
127383,265659,1
401785,265659,1
265670,265659,1
56632,265659,1
128747,265659,1
351123,265659,1
89262,265659,1
106470,265659,1
97104,265659,1
264478,265659,1
126385,265659,1
115310,265659,1
41829,265659,1
258248,265659,1
282670,265659,1
281058,265659,1
115304,265659,1
83508,265659,1
139085,265659,1
42928,265659,1
358163,265659,1
357712,265659,1
32152,265659,1
308392,265659,1
28845,265659,1
98906,265659,1
110776,265659,1
329380,265659,1
140999,265659,1
327639,265659,1
405903,265659,1
53282,265659,1
282051,265659,1
401706,265659,1
115093,265659,1
314192,265659,1
59733,265659,1
146409,265659,1
97885,265659,1
337185,265659,1
134142,265659,1
28982,265659,1
13633,265659,1
71645,265659,1
154580,265659,1
399701,265659,1
264750,265659,1
190916,265659,1
32564,265659,1
337130,265659,1
314217,265659,1
264892,265659,1
101323,265659,1
268851,265659,1
52019,265659,1
398496,265659,1
331825,265659,1
127383,401706,1
401785,401706,1
265670,401706,1
56632,401706,1
128747,401706,1
351123,401706,1
106470,401706,1
264478,401706,1
126385,401706,1
41829,401706,1
258248,401706,1
282670,401706,1
281058,401706,1
115304,401706,1
83508,401706,1
139085,401706,1
42928,401706,1
358163,401706,1
357712,401706,1
32152,401706,1
98906,401706,1
110776,401706,1
329380,401706,1
140999,401706,1
327639,401706,1
154582,401706,1
405903,401706,1
53282,401706,1
282051,401706,1
265659,401706,1
115093,401706,1
314192,401706,1
59733,401706,1
97885,401706,1
337185,401706,1
134142,401706,1
28982,401706,1
13633,401706,1
71645,401706,1
154580,401706,1
399701,401706,1
264750,401706,1
190916,401706,1
32564,401706,1
337130,401706,1
314217,401706,1
264892,401706,1
101323,401706,1
268851,401706,1
52019,401706,1
398496,401706,1
268777,115093,1
127383,115093,1
401785,115093,1
265670,115093,1
56632,115093,1
128747,115093,1
351123,115093,1
89262,115093,1
106470,115093,1
97104,115093,1
264478,115093,1
126385,115093,1
115310,115093,1
41829,115093,1
258248,115093,1
282670,115093,1
281058,115093,1
115304,115093,1
83508,115093,1
139085,115093,1
42928,115093,1
358163,115093,1
357712,115093,1
32152,115093,1
308392,115093,1
28845,115093,1
98906,115093,1
110776,115093,1
329380,115093,1
140999,115093,1
327639,115093,1
154582,115093,1
405903,115093,1
53282,115093,1
282051,115093,1
265659,115093,1
401706,115093,1
314192,115093,1
59733,115093,1
146409,115093,1
97885,115093,1
337185,115093,1
134142,115093,1
28982,115093,1
13633,115093,1
71645,115093,1
154580,115093,1
399701,115093,1
264750,115093,1
190916,115093,1
32564,115093,1
337130,115093,1
314217,115093,1
264892,115093,1
101323,115093,1
268851,115093,1
52019,115093,1
398496,115093,1
331825,115093,1
268777,314192,1
127383,314192,1
401785,314192,1
265670,314192,1
56632,314192,1
128747,314192,1
351123,314192,1
89262,314192,1
106470,314192,1
97104,314192,1
264478,314192,1
126385,314192,1
115310,314192,1
41829,314192,1
258248,314192,1
282670,314192,1
281058,314192,1
115304,314192,1
83508,314192,1
139085,314192,1
42928,314192,1
358163,314192,1
357712,314192,1
32152,314192,1
308392,314192,1
28845,314192,1
98906,314192,1
110776,314192,1
329380,314192,1
140999,314192,1
327639,314192,1
154582,314192,1
405903,314192,1
53282,314192,1
282051,314192,1
265659,314192,1
401706,314192,1
115093,314192,1
59733,314192,1
146409,314192,1
337185,314192,1
134142,314192,1
28982,314192,1
13633,314192,1
71645,314192,1
154580,314192,1
399701,314192,1
264750,314192,1
190916,314192,1
32564,314192,1
337130,314192,1
314217,314192,1
264892,314192,1
101323,314192,1
268851,314192,1
52019,314192,1
398496,314192,1
331825,314192,1
268777,59733,1
127383,59733,1
401785,59733,1
265670,59733,1
56632,59733,1
128747,59733,1
351123,59733,1
89262,59733,1
106470,59733,1
97104,59733,1
264478,59733,1
126385,59733,1
115310,59733,1
41829,59733,1
258248,59733,1
282670,59733,1
281058,59733,1
115304,59733,1
83508,59733,1
139085,59733,1
42928,59733,1
358163,59733,1
357712,59733,1
32152,59733,1
308392,59733,1
28845,59733,1
98906,59733,1
110776,59733,1
329380,59733,1
140999,59733,1
327639,59733,1
154582,59733,1
405903,59733,1
53282,59733,1
282051,59733,1
265659,59733,1
401706,59733,1
115093,59733,1
314192,59733,1
146409,59733,1
97885,59733,1
337185,59733,1
134142,59733,1
28982,59733,1
13633,59733,1
71645,59733,1
154580,59733,1
399701,59733,1
264750,59733,1
190916,59733,1
32564,59733,1
337130,59733,1
314217,59733,1
264892,59733,1
101323,59733,1
268851,59733,1
52019,59733,1
398496,59733,1
331825,59733,1
268777,146409,1
127383,146409,1
401785,146409,1
265670,146409,1
56632,146409,1
128747,146409,1
351123,146409,1
89262,146409,1
106470,146409,1
264478,146409,1
126385,146409,1
115310,146409,1
41829,146409,1
258248,146409,1
282670,146409,1
281058,146409,1
115304,146409,1
83508,146409,1
139085,146409,1
42928,146409,1
358163,146409,1
357712,146409,1
32152,146409,1
308392,146409,1
28845,146409,1
98906,146409,1
110776,146409,1
329380,146409,1
140999,146409,1
327639,146409,1
154582,146409,1
405903,146409,1
53282,146409,1
282051,146409,1
265659,146409,1
115093,146409,1
314192,146409,1
59733,146409,1
97885,146409,1
337185,146409,1
134142,146409,1
28982,146409,1
13633,146409,1
71645,146409,1
154580,146409,1
399701,146409,1
264750,146409,1
190916,146409,1
32564,146409,1
337130,146409,1
314217,146409,1
264892,146409,1
101323,146409,1
268851,146409,1
52019,146409,1
398496,146409,1
331825,146409,1
268777,97885,1
127383,97885,1
401785,97885,1
265670,97885,1
56632,97885,1
128747,97885,1
351123,97885,1
89262,97885,1
106470,97885,1
97104,97885,1
264478,97885,1
126385,97885,1
115310,97885,1
41829,97885,1
258248,97885,1
282670,97885,1
281058,97885,1
115304,97885,1
83508,97885,1
139085,97885,1
42928,97885,1
358163,97885,1
357712,97885,1
32152,97885,1
308392,97885,1
28845,97885,1
98906,97885,1
110776,97885,1
329380,97885,1
140999,97885,1
327639,97885,1
154582,97885,1
405903,97885,1
53282,97885,1
282051,97885,1
265659,97885,1
401706,97885,1
115093,97885,1
59733,97885,1
146409,97885,1
337185,97885,1
134142,97885,1
28982,97885,1
13633,97885,1
71645,97885,1
399701,97885,1
264750,97885,1
190916,97885,1
32564,97885,1
337130,97885,1
314217,97885,1
264892,97885,1
101323,97885,1
268851,97885,1
52019,97885,1
398496,97885,1
331825,97885,1
127383,337185,1
265670,337185,1
56632,337185,1
128747,337185,1
351123,337185,1
89262,337185,1
106470,337185,1
97104,337185,1
264478,337185,1
115310,337185,1
41829,337185,1
258248,337185,1
282670,337185,1
281058,337185,1
115304,337185,1
83508,337185,1
139085,337185,1
42928,337185,1
358163,337185,1
357712,337185,1
32152,337185,1
308392,337185,1
28845,337185,1
98906,337185,1
110776,337185,1
329380,337185,1
140999,337185,1
327639,337185,1
154582,337185,1
405903,337185,1
53282,337185,1
282051,337185,1
265659,337185,1
401706,337185,1
115093,337185,1
314192,337185,1
59733,337185,1
146409,337185,1
97885,337185,1
134142,337185,1
28982,337185,1
13633,337185,1
71645,337185,1
154580,337185,1
399701,337185,1
264750,337185,1
190916,337185,1
32564,337185,1
101323,337185,1
268851,337185,1
52019,337185,1
398496,337185,1
331825,337185,1
268777,134142,1
127383,134142,1
401785,134142,1
265670,134142,1
56632,134142,1
128747,134142,1
89262,134142,1
106470,134142,1
97104,134142,1
264478,134142,1
126385,134142,1
115310,134142,1
41829,134142,1
258248,134142,1
282670,134142,1
281058,134142,1
115304,134142,1
83508,134142,1
139085,134142,1
42928,134142,1
358163,134142,1
32152,134142,1
308392,134142,1
28845,134142,1
98906,134142,1
110776,134142,1
329380,134142,1
140999,134142,1
327639,134142,1
154582,134142,1
405903,134142,1
53282,134142,1
282051,134142,1
265659,134142,1
401706,134142,1
115093,134142,1
314192,134142,1
59733,134142,1
146409,134142,1
97885,134142,1
337185,134142,1
28982,134142,1
13633,134142,1
71645,134142,1
154580,134142,1
399701,134142,1
264750,134142,1
190916,134142,1
32564,134142,1
337130,134142,1
314217,134142,1
264892,134142,1
101323,134142,1
268851,134142,1
52019,134142,1
398496,134142,1
268777,28982,1
127383,28982,1
401785,28982,1
265670,28982,1
56632,28982,1
128747,28982,1
351123,28982,1
89262,28982,1
106470,28982,1
97104,28982,1
264478,28982,1
126385,28982,1
115310,28982,1
41829,28982,1
258248,28982,1
282670,28982,1
281058,28982,1
115304,28982,1
83508,28982,1
139085,28982,1
42928,28982,1
358163,28982,1
357712,28982,1
32152,28982,1
308392,28982,1
28845,28982,1
98906,28982,1
110776,28982,1
329380,28982,1
140999,28982,1
327639,28982,1
154582,28982,1
405903,28982,1
53282,28982,1
282051,28982,1
265659,28982,1
401706,28982,1
115093,28982,1
314192,28982,1
59733,28982,1
146409,28982,1
97885,28982,1
337185,28982,1
134142,28982,1
13633,28982,1
71645,28982,1
154580,28982,1
399701,28982,1
264750,28982,1
190916,28982,1
32564,28982,1
337130,28982,1
264892,28982,1
101323,28982,1
268851,28982,1
52019,28982,1
398496,28982,1
331825,28982,1
268777,13633,1
127383,13633,1
401785,13633,1
265670,13633,1
56632,13633,1
128747,13633,1
351123,13633,1
89262,13633,1
106470,13633,1
97104,13633,1
264478,13633,1
126385,13633,1
115310,13633,1
41829,13633,1
258248,13633,1
282670,13633,1
281058,13633,1
115304,13633,1
83508,13633,1
139085,13633,1
42928,13633,1
358163,13633,1
357712,13633,1
32152,13633,1
308392,13633,1
28845,13633,1
98906,13633,1
110776,13633,1
329380,13633,1
140999,13633,1
327639,13633,1
154582,13633,1
405903,13633,1
53282,13633,1
282051,13633,1
265659,13633,1
401706,13633,1
115093,13633,1
314192,13633,1
59733,13633,1
146409,13633,1
97885,13633,1
337185,13633,1
134142,13633,1
28982,13633,1
71645,13633,1
154580,13633,1
399701,13633,1
264750,13633,1
190916,13633,1
32564,13633,1
337130,13633,1
314217,13633,1
264892,13633,1
101323,13633,1
268851,13633,1
52019,13633,1
398496,13633,1
331825,13633,1
268777,71645,1
127383,71645,1
401785,71645,1
265670,71645,1
56632,71645,1
128747,71645,1
351123,71645,1
89262,71645,1
106470,71645,1
97104,71645,1
264478,71645,1
126385,71645,1
115310,71645,1
41829,71645,1
258248,71645,1
282670,71645,1
281058,71645,1
115304,71645,1
83508,71645,1
139085,71645,1
42928,71645,1
358163,71645,1
357712,71645,1
32152,71645,1
308392,71645,1
28845,71645,1
98906,71645,1
110776,71645,1
329380,71645,1
140999,71645,1
327639,71645,1
154582,71645,1
405903,71645,1
53282,71645,1
282051,71645,1
265659,71645,1
401706,71645,1
115093,71645,1
314192,71645,1
59733,71645,1
146409,71645,1
97885,71645,1
337185,71645,1
134142,71645,1
28982,71645,1
13633,71645,1
154580,71645,1
399701,71645,1
264750,71645,1
190916,71645,1
32564,71645,1
337130,71645,1
314217,71645,1
264892,71645,1
101323,71645,1
268851,71645,1
52019,71645,1
398496,71645,1
331825,71645,1
268777,154580,1
127383,154580,1
401785,154580,1
265670,154580,1
56632,154580,1
128747,154580,1
351123,154580,1
89262,154580,1
106470,154580,1
97104,154580,1
264478,154580,1
126385,154580,1
115310,154580,1
41829,154580,1
258248,154580,1
282670,154580,1
281058,154580,1
115304,154580,1
83508,154580,1
139085,154580,1
42928,154580,1
358163,154580,1
357712,154580,1
32152,154580,1
308392,154580,1
28845,154580,1
98906,154580,1
110776,154580,1
329380,154580,1
140999,154580,1
327639,154580,1
154582,154580,1
405903,154580,1
53282,154580,1
282051,154580,1
265659,154580,1
401706,154580,1
115093,154580,1
314192,154580,1
59733,154580,1
146409,154580,1
337185,154580,1
134142,154580,1
28982,154580,1
13633,154580,1
71645,154580,1
399701,154580,1
264750,154580,1
190916,154580,1
32564,154580,1
337130,154580,1
314217,154580,1
264892,154580,1
101323,154580,1
268851,154580,1
52019,154580,1
398496,154580,1
331825,154580,1
127383,399701,1
401785,399701,1
265670,399701,1
56632,399701,1
128747,399701,1
351123,399701,1
89262,399701,1
106470,399701,1
97104,399701,1
264478,399701,1
126385,399701,1
115310,399701,1
41829,399701,1
258248,399701,1
282670,399701,1
281058,399701,1
115304,399701,1
83508,399701,1
139085,399701,1
42928,399701,1
32152,399701,1
308392,399701,1
28845,399701,1
98906,399701,1
110776,399701,1
329380,399701,1
140999,399701,1
327639,399701,1
154582,399701,1
405903,399701,1
53282,399701,1
282051,399701,1
265659,399701,1
401706,399701,1
115093,399701,1
314192,399701,1
59733,399701,1
146409,399701,1
97885,399701,1
337185,399701,1
134142,399701,1
28982,399701,1
13633,399701,1
71645,399701,1
154580,399701,1
264750,399701,1
190916,399701,1
32564,399701,1
337130,399701,1
264892,399701,1
101323,399701,1
268851,399701,1
52019,399701,1
398496,399701,1
331825,399701,1
268777,264750,1
127383,264750,1
401785,264750,1
265670,264750,1
56632,264750,1
128747,264750,1
351123,264750,1
89262,264750,1
106470,264750,1
97104,264750,1
264478,264750,1
126385,264750,1
115310,264750,1
41829,264750,1
258248,264750,1
282670,264750,1
281058,264750,1
115304,264750,1
83508,264750,1
139085,264750,1
42928,264750,1
358163,264750,1
357712,264750,1
32152,264750,1
308392,264750,1
28845,264750,1
98906,264750,1
110776,264750,1
329380,264750,1
140999,264750,1
327639,264750,1
154582,264750,1
405903,264750,1
53282,264750,1
282051,264750,1
265659,264750,1
401706,264750,1
115093,264750,1
314192,264750,1
59733,264750,1
146409,264750,1
97885,264750,1
337185,264750,1
134142,264750,1
28982,264750,1
13633,264750,1
71645,264750,1
154580,264750,1
399701,264750,1
190916,264750,1
32564,264750,1
337130,264750,1
314217,264750,1
264892,264750,1
101323,264750,1
268851,264750,1
52019,264750,1
398496,264750,1
331825,264750,1
268777,190916,1
401785,190916,1
265670,190916,1
56632,190916,1
128747,190916,1
351123,190916,1
89262,190916,1
106470,190916,1
97104,190916,1
264478,190916,1
126385,190916,1
115310,190916,1
41829,190916,1
258248,190916,1
282670,190916,1
281058,190916,1
115304,190916,1
83508,190916,1
139085,190916,1
42928,190916,1
358163,190916,1
357712,190916,1
32152,190916,1
308392,190916,1
28845,190916,1
98906,190916,1
110776,190916,1
329380,190916,1
140999,190916,1
327639,190916,1
154582,190916,1
405903,190916,1
53282,190916,1
282051,190916,1
265659,190916,1
401706,190916,1
115093,190916,1
314192,190916,1
59733,190916,1
146409,190916,1
97885,190916,1
337185,190916,1
134142,190916,1
28982,190916,1
13633,190916,1
71645,190916,1
154580,190916,1
399701,190916,1
264750,190916,1
32564,190916,1
337130,190916,1
314217,190916,1
264892,190916,1
101323,190916,1
268851,190916,1
52019,190916,1
398496,190916,1
331825,190916,1
268777,32564,1
127383,32564,1
401785,32564,1
265670,32564,1
56632,32564,1
128747,32564,1
351123,32564,1
89262,32564,1
106470,32564,1
97104,32564,1
264478,32564,1
126385,32564,1
115310,32564,1
41829,32564,1
258248,32564,1
282670,32564,1
281058,32564,1
115304,32564,1
83508,32564,1
139085,32564,1
42928,32564,1
358163,32564,1
357712,32564,1
32152,32564,1
308392,32564,1
28845,32564,1
98906,32564,1
110776,32564,1
329380,32564,1
140999,32564,1
327639,32564,1
154582,32564,1
405903,32564,1
53282,32564,1
282051,32564,1
265659,32564,1
401706,32564,1
115093,32564,1
314192,32564,1
59733,32564,1
146409,32564,1
97885,32564,1
337185,32564,1
134142,32564,1
28982,32564,1
13633,32564,1
71645,32564,1
154580,32564,1
399701,32564,1
264750,32564,1
190916,32564,1
337130,32564,1
314217,32564,1
264892,32564,1
101323,32564,1
268851,32564,1
52019,32564,1
398496,32564,1
331825,32564,1
268777,337130,1
127383,337130,1
401785,337130,1
56632,337130,1
128747,337130,1
351123,337130,1
89262,337130,1
106470,337130,1
97104,337130,1
264478,337130,1
126385,337130,1
115310,337130,1
41829,337130,1
258248,337130,1
281058,337130,1
115304,337130,1
83508,337130,1
139085,337130,1
42928,337130,1
358163,337130,1
357712,337130,1
32152,337130,1
308392,337130,1
28845,337130,1
98906,337130,1
110776,337130,1
329380,337130,1
140999,337130,1
327639,337130,1
154582,337130,1
405903,337130,1
53282,337130,1
282051,337130,1
265659,337130,1
401706,337130,1
115093,337130,1
314192,337130,1
59733,337130,1
146409,337130,1
97885,337130,1
134142,337130,1
28982,337130,1
13633,337130,1
71645,337130,1
154580,337130,1
399701,337130,1
264750,337130,1
190916,337130,1
32564,337130,1
314217,337130,1
264892,337130,1
101323,337130,1
268851,337130,1
52019,337130,1
398496,337130,1
331825,337130,1
401785,314217,1
265670,314217,1
56632,314217,1
128747,314217,1
351123,314217,1
89262,314217,1
106470,314217,1
97104,314217,1
264478,314217,1
115310,314217,1
41829,314217,1
258248,314217,1
282670,314217,1
281058,314217,1
115304,314217,1
83508,314217,1
42928,314217,1
358163,314217,1
357712,314217,1
32152,314217,1
308392,314217,1
28845,314217,1
98906,314217,1
110776,314217,1
329380,314217,1
140999,314217,1
154582,314217,1
405903,314217,1
53282,314217,1
265659,314217,1
401706,314217,1
115093,314217,1
314192,314217,1
59733,314217,1
146409,314217,1
97885,314217,1
134142,314217,1
13633,314217,1
71645,314217,1
154580,314217,1
264750,314217,1
190916,314217,1
32564,314217,1
337130,314217,1
101323,314217,1
268851,314217,1
52019,314217,1
398496,314217,1
331825,314217,1
127383,264892,1
401785,264892,1
265670,264892,1
56632,264892,1
128747,264892,1
351123,264892,1
89262,264892,1
106470,264892,1
97104,264892,1
264478,264892,1
115310,264892,1
41829,264892,1
258248,264892,1
282670,264892,1
281058,264892,1
115304,264892,1
83508,264892,1
139085,264892,1
42928,264892,1
358163,264892,1
357712,264892,1
32152,264892,1
308392,264892,1
28845,264892,1
98906,264892,1
110776,264892,1
329380,264892,1
140999,264892,1
327639,264892,1
154582,264892,1
405903,264892,1
53282,264892,1
282051,264892,1
265659,264892,1
401706,264892,1
115093,264892,1
314192,264892,1
59733,264892,1
146409,264892,1
97885,264892,1
134142,264892,1
28982,264892,1
13633,264892,1
71645,264892,1
154580,264892,1
399701,264892,1
264750,264892,1
190916,264892,1
32564,264892,1
337130,264892,1
101323,264892,1
268851,264892,1
52019,264892,1
398496,264892,1
331825,264892,1
268777,101323,1
127383,101323,1
401785,101323,1
265670,101323,1
56632,101323,1
128747,101323,1
351123,101323,1
89262,101323,1
106470,101323,1
97104,101323,1
264478,101323,1
126385,101323,1
115310,101323,1
41829,101323,1
258248,101323,1
282670,101323,1
281058,101323,1
115304,101323,1
83508,101323,1
42928,101323,1
358163,101323,1
357712,101323,1
32152,101323,1
308392,101323,1
28845,101323,1
98906,101323,1
110776,101323,1
329380,101323,1
140999,101323,1
154582,101323,1
405903,101323,1
53282,101323,1
282051,101323,1
265659,101323,1
401706,101323,1
115093,101323,1
314192,101323,1
59733,101323,1
146409,101323,1
97885,101323,1
337185,101323,1
134142,101323,1
28982,101323,1
13633,101323,1
71645,101323,1
154580,101323,1
399701,101323,1
264750,101323,1
190916,101323,1
32564,101323,1
337130,101323,1
314217,101323,1
264892,101323,1
268851,101323,1
52019,101323,1
398496,101323,1
331825,101323,1
268777,268851,1
127383,268851,1
401785,268851,1
265670,268851,1
56632,268851,1
128747,268851,1
351123,268851,1
89262,268851,1
106470,268851,1
97104,268851,1
264478,268851,1
115310,268851,1
41829,268851,1
258248,268851,1
282670,268851,1
281058,268851,1
115304,268851,1
83508,268851,1
42928,268851,1
358163,268851,1
357712,268851,1
32152,268851,1
308392,268851,1
28845,268851,1
98906,268851,1
110776,268851,1
329380,268851,1
140999,268851,1
327639,268851,1
154582,268851,1
405903,268851,1
53282,268851,1
282051,268851,1
265659,268851,1
401706,268851,1
115093,268851,1
314192,268851,1
59733,268851,1
146409,268851,1
97885,268851,1
337185,268851,1
134142,268851,1
28982,268851,1
13633,268851,1
71645,268851,1
154580,268851,1
399701,268851,1
264750,268851,1
190916,268851,1
32564,268851,1
337130,268851,1
314217,268851,1
264892,268851,1
101323,268851,1
52019,268851,1
398496,268851,1
331825,268851,1
268777,52019,1
127383,52019,1
401785,52019,1
265670,52019,1
128747,52019,1
351123,52019,1
89262,52019,1
106470,52019,1
97104,52019,1
264478,52019,1
126385,52019,1
115310,52019,1
41829,52019,1
258248,52019,1
282670,52019,1
281058,52019,1
115304,52019,1
83508,52019,1
139085,52019,1
42928,52019,1
358163,52019,1
357712,52019,1
32152,52019,1
308392,52019,1
28845,52019,1
110776,52019,1
329380,52019,1
140999,52019,1
327639,52019,1
154582,52019,1
405903,52019,1
53282,52019,1
282051,52019,1
265659,52019,1
401706,52019,1
115093,52019,1
314192,52019,1
59733,52019,1
146409,52019,1
97885,52019,1
337185,52019,1
134142,52019,1
28982,52019,1
13633,52019,1
71645,52019,1
154580,52019,1
399701,52019,1
264750,52019,1
190916,52019,1
32564,52019,1
337130,52019,1
314217,52019,1
264892,52019,1
101323,52019,1
268851,52019,1
398496,52019,1
331825,52019,1
268777,398496,1
127383,398496,1
401785,398496,1
265670,398496,1
56632,398496,1
128747,398496,1
351123,398496,1
89262,398496,1
106470,398496,1
97104,398496,1
264478,398496,1
126385,398496,1
115310,398496,1
41829,398496,1
258248,398496,1
282670,398496,1
281058,398496,1
115304,398496,1
83508,398496,1
139085,398496,1
42928,398496,1
358163,398496,1
357712,398496,1
32152,398496,1
308392,398496,1
28845,398496,1
98906,398496,1
110776,398496,1
329380,398496,1
140999,398496,1
327639,398496,1
154582,398496,1
405903,398496,1
53282,398496,1
282051,398496,1
265659,398496,1
401706,398496,1
115093,398496,1
314192,398496,1
59733,398496,1
146409,398496,1
97885,398496,1
337185,398496,1
134142,398496,1
28982,398496,1
13633,398496,1
71645,398496,1
154580,398496,1
399701,398496,1
264750,398496,1
190916,398496,1
32564,398496,1
337130,398496,1
314217,398496,1
264892,398496,1
101323,398496,1
268851,398496,1
52019,398496,1
331825,398496,1
127383,331825,1
401785,331825,1
56632,331825,1
128747,331825,1
89262,331825,1
106470,331825,1
97104,331825,1
264478,331825,1
126385,331825,1
115310,331825,1
41829,331825,1
258248,331825,1
282670,331825,1
281058,331825,1
115304,331825,1
83508,331825,1
139085,331825,1
42928,331825,1
358163,331825,1
357712,331825,1
32152,331825,1
28845,331825,1
98906,331825,1
110776,331825,1
329380,331825,1
140999,331825,1
327639,331825,1
154582,331825,1
405903,331825,1
53282,331825,1
282051,331825,1
265659,331825,1
115093,331825,1
314192,331825,1
59733,331825,1
146409,331825,1
97885,331825,1
337185,331825,1
28982,331825,1
13633,331825,1
71645,331825,1
154580,331825,1
399701,331825,1
264750,331825,1
190916,331825,1
32564,331825,1
337130,331825,1
314217,331825,1
264892,331825,1
101323,331825,1
268851,331825,1
52019,331825,1
398496,331825,1
324494,403830,1
348458,403830,1
312930,403830,1
59548,403830,1
2388,403830,1
84677,403830,1
26945,403830,1
348219,403830,1
324908,403830,1
309288,403830,1
338648,403830,1
140645,403830,1
278926,403830,1
403226,403830,1
141370,403830,1
265672,403830,1
112438,403830,1
403830,324494,1
312930,324494,1
59548,324494,1
2388,324494,1
84677,324494,1
26945,324494,1
309288,324494,1
140645,324494,1
403226,324494,1
141370,324494,1
265672,324494,1
112438,324494,1
403830,348458,1
312930,348458,1
59548,348458,1
2388,348458,1
84677,348458,1
26945,348458,1
324908,348458,1
309288,348458,1
338648,348458,1
140645,348458,1
278926,348458,1
141370,348458,1
265672,348458,1
112438,348458,1
403830,312930,1
324494,312930,1
348458,312930,1
59548,312930,1
2388,312930,1
84677,312930,1
26945,312930,1
324908,312930,1
309288,312930,1
403226,312930,1
141370,312930,1
265672,312930,1
112438,312930,1
403830,59548,1
324494,59548,1
348458,59548,1
312930,59548,1
2388,59548,1
84677,59548,1
26945,59548,1
348219,59548,1
309288,59548,1
338648,59548,1
278926,59548,1
403226,59548,1
141370,59548,1
112438,59548,1
403830,2388,1
324494,2388,1
348458,2388,1
312930,2388,1
59548,2388,1
84677,2388,1
26945,2388,1
348219,2388,1
324908,2388,1
309288,2388,1
338648,2388,1
140645,2388,1
278926,2388,1
403226,2388,1
141370,2388,1
265672,2388,1
112438,2388,1
403830,84677,1
324494,84677,1
348458,84677,1
312930,84677,1
59548,84677,1
2388,84677,1
26945,84677,1
348219,84677,1
324908,84677,1
309288,84677,1
338648,84677,1
140645,84677,1
278926,84677,1
403226,84677,1
141370,84677,1
265672,84677,1
112438,84677,1
403830,26945,1
324494,26945,1
348458,26945,1
312930,26945,1
59548,26945,1
2388,26945,1
84677,26945,1
348219,26945,1
324908,26945,1
309288,26945,1
338648,26945,1
140645,26945,1
278926,26945,1
403226,26945,1
141370,26945,1
265672,26945,1
112438,26945,1
403830,348219,1
59548,348219,1
2388,348219,1
84677,348219,1
26945,348219,1
309288,348219,1
140645,348219,1
403226,348219,1
141370,348219,1
265672,348219,1
112438,348219,1
403830,324908,1
348458,324908,1
312930,324908,1
2388,324908,1
84677,324908,1
26945,324908,1
309288,324908,1
140645,324908,1
403226,324908,1
141370,324908,1
112438,324908,1
403830,309288,1
324494,309288,1
348458,309288,1
312930,309288,1
59548,309288,1
2388,309288,1
84677,309288,1
26945,309288,1
348219,309288,1
324908,309288,1
338648,309288,1
140645,309288,1
278926,309288,1
403226,309288,1
141370,309288,1
265672,309288,1
112438,309288,1
403830,338648,1
348458,338648,1
59548,338648,1
2388,338648,1
84677,338648,1
26945,338648,1
309288,338648,1
140645,338648,1
403226,338648,1
141370,338648,1
112438,338648,1
403830,140645,1
324494,140645,1
348458,140645,1
2388,140645,1
84677,140645,1
26945,140645,1
348219,140645,1
324908,140645,1
309288,140645,1
338648,140645,1
278926,140645,1
403226,140645,1
141370,140645,1
112438,140645,1
403830,278926,1
348458,278926,1
59548,278926,1
2388,278926,1
84677,278926,1
26945,278926,1
309288,278926,1
140645,278926,1
403226,278926,1
141370,278926,1
265672,278926,1
112438,278926,1
403830,403226,1
324494,403226,1
312930,403226,1
59548,403226,1
2388,403226,1
84677,403226,1
26945,403226,1
348219,403226,1
324908,403226,1
309288,403226,1
338648,403226,1
140645,403226,1
278926,403226,1
141370,403226,1
265672,403226,1
112438,403226,1
403830,141370,1
324494,141370,1
348458,141370,1
312930,141370,1
59548,141370,1
2388,141370,1
84677,141370,1
26945,141370,1
348219,141370,1
324908,141370,1
309288,141370,1
338648,141370,1
140645,141370,1
278926,141370,1
403226,141370,1
265672,141370,1
112438,141370,1
403830,265672,1
324494,265672,1
348458,265672,1
312930,265672,1
2388,265672,1
84677,265672,1
26945,265672,1
348219,265672,1
309288,265672,1
278926,265672,1
403226,265672,1
141370,265672,1
112438,265672,1
403830,112438,1
324494,112438,1
348458,112438,1
312930,112438,1
59548,112438,1
2388,112438,1
84677,112438,1
26945,112438,1
348219,112438,1
324908,112438,1
309288,112438,1
338648,112438,1
140645,112438,1
278926,112438,1
403226,112438,1
141370,112438,1
265672,112438,1
56041,313333,1
36559,313333,1
312924,313333,1
52029,313333,1
106482,313333,1
337020,313333,1
101306,313333,1
93953,313333,1
117246,313333,1
313333,56041,1
36559,56041,1
312924,56041,1
52029,56041,1
106482,56041,1
337020,56041,1
101306,56041,1
93953,56041,1
117246,56041,1
313333,36559,1
56041,36559,1
312924,36559,1
52029,36559,1
106482,36559,1
337020,36559,1
101306,36559,1
93953,36559,1
117246,36559,1
313333,312924,1
56041,312924,1
36559,312924,1
52029,312924,1
337020,312924,1
93953,312924,1
117246,312924,1
313333,52029,1
56041,52029,1
36559,52029,1
312924,52029,1
106482,52029,1
337020,52029,1
101306,52029,1
93953,52029,1
117246,52029,1
313333,106482,1
56041,106482,1
36559,106482,1
