source,target,usersWhoAlsoWatched
332000,351916,1
415692,351916,1
411123,351916,1
349626,351916,1
357570,351916,1
422779,351916,1
351920,351916,1
357661,351916,1
408601,351916,1
404792,351916,1
405953,351916,1
404397,351916,1
352991,351916,1
360428,351916,1
342551,351916,1
352740,351916,1
356807,351916,1
414479,351916,1
407778,351916,1
357567,351916,1
397927,351916,1
354876,351916,1
355181,351916,1
354886,351916,1
361036,351916,1
404793,351916,1
349681,351916,1
404398,351916,1
408600,351916,1
407776,351916,1
327665,351916,1
422282,351916,1
331746,351916,1
361044,351916,1
325632,351916,1
422202,351916,1
350269,351916,1
269359,351916,1
350276,351916,1
412230,351916,1
336503,351916,1
408653,351916,1
361038,351916,1
360457,351916,1
329510,351916,1
397620,351916,1
354891,351916,1
357662,351916,1
411381,351916,1
398248,351916,1
356805,351916,1
357582,351916,1
352853,351916,1
405951,351916,1
354871,351916,1
349615,351916,1
352194,351916,1
350427,351916,1
324905,351916,1
422201,351916,1
351979,351916,1
355184,351916,1
354897,351916,1
408597,351916,1
397924,351916,1
406933,351916,1
352736,351916,1
404789,351916,1
360427,351916,1
346381,351916,1
397622,351916,1
411140,351916,1
411105,351916,1
405919,351916,1
354874,351916,1
352735,351916,1
405872,351916,1
354879,351916,1
355839,351916,1
360387,351916,1
341192,351916,1
357663,351916,1
400788,351916,1
405871,351916,1
361042,351916,1
398696,351916,1
354861,351916,1
352881,351916,1
352993,351916,1
398697,351916,1
351762,351916,1
397923,351916,1
404785,351916,1
360459,351916,1
354883,351916,1
401170,351916,1
397919,351916,1
358941,351916,1
336450,351916,1
269116,351916,1
124209,351916,1
352992,351916,1
397917,351916,1
354880,351916,1
355178,351916,1
352741,351916,1
356806,351916,1
397955,351916,1
330532,351916,1
394776,351916,1
352764,351916,1
412226,351916,1
359295,351916,1
352737,351916,1
357572,351916,1
350422,351916,1
324994,351916,1
408596,351916,1
355948,351916,1
350523,351916,1
412603,351916,1
397918,351916,1
395237,351916,1
354885,351916,1
355186,351916,1
355185,351916,1
336462,351916,1
352768,351916,1
277287,351916,1
405897,351916,1
397983,352853,1
349626,352853,1
422779,352853,1
351920,352853,1
408601,352853,1
405953,352853,1
342551,352853,1
356807,352853,1
357567,352853,1
355181,352853,1
354886,352853,1
404793,352853,1
404398,352853,1
407776,352853,1
327665,352853,1
422282,352853,1
331746,352853,1
361044,352853,1
325632,352853,1
422202,352853,1
269359,352853,1
336503,352853,1
361038,352853,1
329510,352853,1
354891,352853,1
357662,352853,1
398248,352853,1
351916,352853,1
405951,352853,1
354871,352853,1
324905,352853,1
422201,352853,1
408597,352853,1
397924,352853,1
352736,352853,1
404789,352853,1
405919,352853,1
354874,352853,1
405872,352853,1
355839,352853,1
360387,352853,1
405871,352853,1
361042,352853,1
352993,352853,1
398697,352853,1
351762,352853,1
397923,352853,1
360459,352853,1
354883,352853,1
401170,352853,1
397919,352853,1
336450,352853,1
269116,352853,1
352992,352853,1
397917,352853,1
355178,352853,1
352741,352853,1
356806,352853,1
412226,352853,1
359295,352853,1
352737,352853,1
357572,352853,1
350422,352853,1
324994,352853,1
408596,352853,1
350523,352853,1
397918,352853,1
395237,352853,1
355186,352853,1
277287,352853,1
356809,405951,1
337328,405951,1
397983,405951,1
332000,405951,1
411123,405951,1
349626,405951,1
357570,405951,1
422779,405951,1
351920,405951,1
405953,405951,1
404397,405951,1
352991,405951,1
342551,405951,1
352740,405951,1
356807,405951,1
414479,405951,1
407778,405951,1
357567,405951,1
354876,405951,1
355181,405951,1
354886,405951,1
361036,405951,1
404793,405951,1
404398,405951,1
408600,405951,1
422282,405951,1
331746,405951,1
361044,405951,1
325632,405951,1
422202,405951,1
269359,405951,1
350276,405951,1
412230,405951,1
336503,405951,1
361038,405951,1
329510,405951,1
397620,405951,1
354891,405951,1
357662,405951,1
398248,405951,1
357582,405951,1
351916,405951,1
352853,405951,1
354871,405951,1
349615,405951,1
422201,405951,1
351979,405951,1
355184,405951,1
354897,405951,1
408597,405951,1
397924,405951,1
406933,405951,1
352736,405951,1
411140,405951,1
405919,405951,1
352735,405951,1
405872,405951,1
354879,405951,1
360387,405951,1
341192,405951,1
357663,405951,1
405871,405951,1
361042,405951,1
352881,405951,1
352993,405951,1
351762,405951,1
404785,405951,1
360459,405951,1
354883,405951,1
401170,405951,1
397919,405951,1
358941,405951,1
336450,405951,1
269116,405951,1
124209,405951,1
352992,405951,1
397917,405951,1
354880,405951,1
355178,405951,1
352741,405951,1
356806,405951,1
397955,405951,1
352764,405951,1
412226,405951,1
359295,405951,1
352737,405951,1
357572,405951,1
350422,405951,1
324994,405951,1
408596,405951,1
355948,405951,1
350523,405951,1
412603,405951,1
395237,405951,1
354885,405951,1
355186,405951,1
336462,405951,1
352768,405951,1
277287,405951,1
405897,405951,1
395698,354871,1
356809,354871,1
337328,354871,1
397983,354871,1
332000,354871,1
415692,354871,1
411123,354871,1
349626,354871,1
357570,354871,1
422779,354871,1
351920,354871,1
357661,354871,1
408601,354871,1
404792,354871,1
405953,354871,1
404397,354871,1
352991,354871,1
360428,354871,1
342551,354871,1
352740,354871,1
356807,354871,1
407778,354871,1
357567,354871,1
397927,354871,1
354876,354871,1
355181,354871,1
354886,354871,1
361036,354871,1
404793,354871,1
349681,354871,1
404398,354871,1
408600,354871,1
407776,354871,1
327665,354871,1
422282,354871,1
331746,354871,1
361044,354871,1
325632,354871,1
422202,354871,1
350269,354871,1
269359,354871,1
412230,354871,1
336503,354871,1
408653,354871,1
361038,354871,1
360457,354871,1
329510,354871,1
397620,354871,1
354891,354871,1
357662,354871,1
411381,354871,1
398248,354871,1
356805,354871,1
357582,354871,1
351916,354871,1
352853,354871,1
405951,354871,1
349615,354871,1
352194,354871,1
324905,354871,1
422201,354871,1
351979,354871,1
355184,354871,1
354897,354871,1
408597,354871,1
397924,354871,1
406933,354871,1
352736,354871,1
404789,354871,1
360427,354871,1
346381,354871,1
397622,354871,1
411140,354871,1
411105,354871,1
405919,354871,1
354874,354871,1
352735,354871,1
405872,354871,1
354879,354871,1
355839,354871,1
360387,354871,1
341192,354871,1
357663,354871,1
400788,354871,1
405871,354871,1
361042,354871,1
398696,354871,1
354861,354871,1
352881,354871,1
352993,354871,1
398697,354871,1
351762,354871,1
397923,354871,1
404785,354871,1
360459,354871,1
354883,354871,1
401170,354871,1
397919,354871,1
358941,354871,1
336450,354871,1
269116,354871,1
124209,354871,1
352992,354871,1
397917,354871,1
354880,354871,1
355178,354871,1
352741,354871,1
356806,354871,1
397955,354871,1
330532,354871,1
394776,354871,1
352764,354871,1
412226,354871,1
359295,354871,1
352737,354871,1
357572,354871,1
350422,354871,1
324994,354871,1
408596,354871,1
355948,354871,1
350523,354871,1
412603,354871,1
397918,354871,1
395237,354871,1
354885,354871,1
355186,354871,1
355185,354871,1
336462,354871,1
352768,354871,1
277287,354871,1
405897,354871,1
356809,349615,1
397983,349615,1
349626,349615,1
422779,349615,1
408601,349615,1
404792,349615,1
405953,349615,1
404397,349615,1
352991,349615,1
342551,349615,1
356807,349615,1
357567,349615,1
354876,349615,1
355181,349615,1
404793,349615,1
407776,349615,1
422282,349615,1
331746,349615,1
361044,349615,1
422202,349615,1
269359,349615,1
336503,349615,1
408653,349615,1
361038,349615,1
329510,349615,1
357662,349615,1
398248,349615,1
357582,349615,1
351916,349615,1
405951,349615,1
354871,349615,1
422201,349615,1
408597,349615,1
406933,349615,1
352736,349615,1
405919,349615,1
352735,349615,1
405872,349615,1
360387,349615,1
352993,349615,1
397923,349615,1
360459,349615,1
354883,349615,1
397919,349615,1
269116,349615,1
397917,349615,1
355178,349615,1
356806,349615,1
412226,349615,1
359295,349615,1
352737,349615,1
357572,349615,1
324994,349615,1
408596,349615,1
350523,349615,1
412603,349615,1
355186,349615,1
355185,349615,1
397983,352194,1
415692,352194,1
411123,352194,1
407778,352194,1
357567,352194,1
355181,352194,1
404793,352194,1
408600,352194,1
361044,352194,1
325632,352194,1
269359,352194,1
412230,352194,1
361038,352194,1
329510,352194,1
357662,352194,1
398248,352194,1
357582,352194,1
351916,352194,1
354871,352194,1
408597,352194,1
352736,352194,1
405919,352194,1
405872,352194,1
360387,352194,1
361042,352194,1
351762,352194,1
397923,352194,1
404785,352194,1
360459,352194,1
354883,352194,1
397919,352194,1
358941,352194,1
269116,352194,1
124209,352194,1
355178,352194,1
359295,352194,1
357572,352194,1
324994,352194,1
408596,352194,1
350523,352194,1
355186,352194,1
352768,352194,1
397983,350427,1
422779,350427,1
357567,350427,1
355181,350427,1
404793,350427,1
361044,350427,1
422202,350427,1
269359,350427,1
336503,350427,1
361038,350427,1
329510,350427,1
357662,350427,1
398248,350427,1
351916,350427,1
422201,350427,1
408597,350427,1
352736,350427,1
405919,350427,1
405872,350427,1
360387,350427,1
360459,350427,1
354883,350427,1
397919,350427,1
336450,350427,1
269116,350427,1
355178,350427,1
412226,350427,1
359295,350427,1
357572,350427,1
324994,350427,1
408596,350427,1
350523,350427,1
355186,350427,1
277287,350427,1
356809,324905,1
397983,324905,1
411123,324905,1
422779,324905,1
405953,324905,1
404397,324905,1
352991,324905,1
342551,324905,1
352740,324905,1
356807,324905,1
414479,324905,1
407778,324905,1
357567,324905,1
355181,324905,1
361036,324905,1
404793,324905,1
404398,324905,1
408600,324905,1
422282,324905,1
361044,324905,1
325632,324905,1
422202,324905,1
269359,324905,1
412230,324905,1
329510,324905,1
354891,324905,1
357662,324905,1
398248,324905,1
357582,324905,1
351916,324905,1
352853,324905,1
354871,324905,1
422201,324905,1
408597,324905,1
406933,324905,1
352736,324905,1
411140,324905,1
405919,324905,1
352735,324905,1
405872,324905,1
360387,324905,1
357663,324905,1
405871,324905,1
361042,324905,1
352881,324905,1
351762,324905,1
404785,324905,1
360459,324905,1
354883,324905,1
397919,324905,1
358941,324905,1
269116,324905,1
124209,324905,1
397917,324905,1
354880,324905,1
355178,324905,1
397955,324905,1
352764,324905,1
412226,324905,1
359295,324905,1
352737,324905,1
357572,324905,1
324994,324905,1
408596,324905,1
350523,324905,1
395237,324905,1
356809,422201,1
337328,422201,1
397983,422201,1
332000,422201,1
415692,422201,1
411123,422201,1
349626,422201,1
357570,422201,1
351920,422201,1
357661,422201,1
408601,422201,1
404792,422201,1
405953,422201,1
404397,422201,1
352991,422201,1
360428,422201,1
342551,422201,1
352740,422201,1
356807,422201,1
407778,422201,1
357567,422201,1
397927,422201,1
354876,422201,1
355181,422201,1
354886,422201,1
361036,422201,1
404793,422201,1
349681,422201,1
408600,422201,1
407776,422201,1
327665,422201,1
331746,422201,1
361044,422201,1
325632,422201,1
350269,422201,1
269359,422201,1
412230,422201,1
336503,422201,1
361038,422201,1
329510,422201,1
397620,422201,1
354891,422201,1
357662,422201,1
411381,422201,1
398248,422201,1
356805,422201,1
357582,422201,1
351916,422201,1
352853,422201,1
405951,422201,1
354871,422201,1
349615,422201,1
350427,422201,1
324905,422201,1
351979,422201,1
355184,422201,1
354897,422201,1
408597,422201,1
397924,422201,1
352736,422201,1
404789,422201,1
360427,422201,1
405919,422201,1
354874,422201,1
352735,422201,1
405872,422201,1
354879,422201,1
355839,422201,1
360387,422201,1
341192,422201,1
357663,422201,1
400788,422201,1
405871,422201,1
361042,422201,1
398696,422201,1
354861,422201,1
352881,422201,1
352993,422201,1
398697,422201,1
351762,422201,1
397923,422201,1
404785,422201,1
360459,422201,1
354883,422201,1
397919,422201,1
358941,422201,1
336450,422201,1
269116,422201,1
124209,422201,1
352992,422201,1
397917,422201,1
354880,422201,1
355178,422201,1
352741,422201,1
356806,422201,1
397955,422201,1
330532,422201,1
352764,422201,1
412226,422201,1
359295,422201,1
352737,422201,1
357572,422201,1
350422,422201,1
324994,422201,1
408596,422201,1
355948,422201,1
350523,422201,1
397918,422201,1
395237,422201,1
354885,422201,1
355186,422201,1
355185,422201,1
336462,422201,1
352768,422201,1
277287,422201,1
405897,422201,1
356809,351979,1
397983,351979,1
349626,351979,1
422779,351979,1
351920,351979,1
408601,351979,1
405953,351979,1
352991,351979,1
342551,351979,1
356807,351979,1
357567,351979,1
355181,351979,1
354886,351979,1
404793,351979,1
331746,351979,1
361044,351979,1
325632,351979,1
422202,351979,1
269359,351979,1
336503,351979,1
408653,351979,1
361038,351979,1
329510,351979,1
354891,351979,1
357662,351979,1
398248,351979,1
357582,351979,1
351916,351979,1
405951,351979,1
354871,351979,1
422201,351979,1
355184,351979,1
354897,351979,1
408597,351979,1
406933,351979,1
405919,351979,1
352735,351979,1
405872,351979,1
354879,351979,1
355839,351979,1
360387,351979,1
361042,351979,1
351762,351979,1
397923,351979,1
360459,351979,1
354883,351979,1
397919,351979,1
358941,351979,1
336450,351979,1
269116,351979,1
352992,351979,1
397917,351979,1
355178,351979,1
352741,351979,1
330532,351979,1
412226,351979,1
359295,351979,1
352737,351979,1
357572,351979,1
350422,351979,1
324994,351979,1
408596,351979,1
350523,351979,1
395237,351979,1
355186,351979,1
355185,351979,1
336462,351979,1
277287,351979,1
405897,351979,1
397983,355184,1
332000,355184,1
415692,355184,1
411123,355184,1
349626,355184,1
422779,355184,1
408601,355184,1
405953,355184,1
404397,355184,1
352991,355184,1
356807,355184,1
414479,355184,1
407778,355184,1
357567,355184,1
397927,355184,1
354876,355184,1
355181,355184,1
354886,355184,1
361036,355184,1
404793,355184,1
408600,355184,1
407776,355184,1
327665,355184,1
422282,355184,1
331746,355184,1
361044,355184,1
325632,355184,1
422202,355184,1
269359,355184,1
350276,355184,1
412230,355184,1
336503,355184,1
408653,355184,1
361038,355184,1
360457,355184,1
329510,355184,1
357662,355184,1
411381,355184,1
398248,355184,1
357582,355184,1
351916,355184,1
405951,355184,1
354871,355184,1
422201,355184,1
351979,355184,1
408597,355184,1
397924,355184,1
406933,355184,1
352736,355184,1
411140,355184,1
411105,355184,1
405919,355184,1
405872,355184,1
354879,355184,1
360387,355184,1
357663,355184,1
400788,355184,1
405871,355184,1
361042,355184,1
398696,355184,1
352993,355184,1
351762,355184,1
397923,355184,1
404785,355184,1
360459,355184,1
354883,355184,1
401170,355184,1
397919,355184,1
358941,355184,1
269116,355184,1
124209,355184,1
397917,355184,1
355178,355184,1
356806,355184,1
397955,355184,1
330532,355184,1
412226,355184,1
359295,355184,1
352737,355184,1
357572,355184,1
350422,355184,1
324994,355184,1
408596,355184,1
395237,355184,1
352768,355184,1
397983,354897,1
332000,354897,1
415692,354897,1
411123,354897,1
349626,354897,1
357570,354897,1
422779,354897,1
357661,354897,1
408601,354897,1
405953,354897,1
404397,354897,1
352991,354897,1
342551,354897,1
352740,354897,1
356807,354897,1
414479,354897,1
407778,354897,1
357567,354897,1
397927,354897,1
354876,354897,1
355181,354897,1
361036,354897,1
404793,354897,1
408600,354897,1
407776,354897,1
327665,354897,1
422282,354897,1
331746,354897,1
361044,354897,1
422202,354897,1
269359,354897,1
412230,354897,1
336503,354897,1
408653,354897,1
361038,354897,1
360457,354897,1
329510,354897,1
357662,354897,1
411381,354897,1
398248,354897,1
357582,354897,1
351916,354897,1
405951,354897,1
354871,354897,1
422201,354897,1
351979,354897,1
408597,354897,1
397924,354897,1
406933,354897,1
352736,354897,1
404789,354897,1
397622,354897,1
411140,354897,1
411105,354897,1
405919,354897,1
405872,354897,1
360387,354897,1
357663,354897,1
405871,354897,1
361042,354897,1
398696,354897,1
354861,354897,1
352993,354897,1
398697,354897,1
397923,354897,1
404785,354897,1
360459,354897,1
354883,354897,1
401170,354897,1
397919,354897,1
358941,354897,1
269116,354897,1
352992,354897,1
397917,354897,1
355178,354897,1
352741,354897,1
356806,354897,1
397955,354897,1
352764,354897,1
412226,354897,1
359295,354897,1
352737,354897,1
357572,354897,1
350422,354897,1
324994,354897,1
408596,354897,1
355948,354897,1
350523,354897,1
397918,354897,1
355186,354897,1
336462,354897,1
352768,354897,1
277287,354897,1
405897,354897,1
395698,408597,1
356809,408597,1
337328,408597,1
397983,408597,1
332000,408597,1
415692,408597,1
411123,408597,1
349626,408597,1
357570,408597,1
422779,408597,1
351920,408597,1
357661,408597,1
408601,408597,1
404792,408597,1
405953,408597,1
404397,408597,1
352991,408597,1
360428,408597,1
342551,408597,1
352740,408597,1
356807,408597,1
414479,408597,1
407778,408597,1
357567,408597,1
397927,408597,1
354876,408597,1
355181,408597,1
354886,408597,1
361036,408597,1
404793,408597,1
349681,408597,1
404398,408597,1
408600,408597,1
407776,408597,1
327665,408597,1
422282,408597,1
331746,408597,1
361044,408597,1
325632,408597,1
422202,408597,1
350269,408597,1
269359,408597,1
350276,408597,1
412230,408597,1
336503,408597,1
408653,408597,1
361038,408597,1
360457,408597,1
329510,408597,1
397620,408597,1
354891,408597,1
357662,408597,1
411381,408597,1
398248,408597,1
356805,408597,1
357582,408597,1
351916,408597,1
352853,408597,1
405951,408597,1
354871,408597,1
349615,408597,1
352194,408597,1
350427,408597,1
324905,408597,1
422201,408597,1
351979,408597,1
355184,408597,1
354897,408597,1
397924,408597,1
406933,408597,1
352736,408597,1
404789,408597,1
360427,408597,1
346381,408597,1
397622,408597,1
411140,408597,1
411105,408597,1
405919,408597,1
354874,408597,1
352735,408597,1
405872,408597,1
354879,408597,1
355839,408597,1
360387,408597,1
341192,408597,1
357663,408597,1
400788,408597,1
405871,408597,1
361042,408597,1
398696,408597,1
354861,408597,1
352881,408597,1
352993,408597,1
398697,408597,1
351762,408597,1
397923,408597,1
404785,408597,1
360459,408597,1
354883,408597,1
401170,408597,1
397919,408597,1
358941,408597,1
336450,408597,1
269116,408597,1
124209,408597,1
352992,408597,1
397917,408597,1
354880,408597,1
355178,408597,1
352741,408597,1
356806,408597,1
397955,408597,1
330532,408597,1
394776,408597,1
352764,408597,1
412226,408597,1
359295,408597,1
352737,408597,1
357572,408597,1
350422,408597,1
324994,408597,1
408596,408597,1
355948,408597,1
350523,408597,1
412603,408597,1
397918,408597,1
395237,408597,1
354885,408597,1
355186,408597,1
355185,408597,1
336462,408597,1
352768,408597,1
277287,408597,1
405897,408597,1
356809,397924,1
397983,397924,1
332000,397924,1
415692,397924,1
411123,397924,1
349626,397924,1
422779,397924,1
351920,397924,1
357661,397924,1
404792,397924,1
342551,397924,1
414479,397924,1
407778,397924,1
357567,397924,1
355181,397924,1
354886,397924,1
361036,397924,1
404793,397924,1
349681,397924,1
422282,397924,1
331746,397924,1
361044,397924,1
422202,397924,1
269359,397924,1
412230,397924,1
336503,397924,1
361038,397924,1
360457,397924,1
329510,397924,1
354891,397924,1
357662,397924,1
398248,397924,1
357582,397924,1
351916,397924,1
352853,397924,1
405951,397924,1
354871,397924,1
422201,397924,1
355184,397924,1
354897,397924,1
408597,397924,1
352736,397924,1
346381,397924,1
405919,397924,1
352735,397924,1
405872,397924,1
355839,397924,1
360387,397924,1
357663,397924,1
352881,397924,1
351762,397924,1
397923,397924,1
404785,397924,1
360459,397924,1
354883,397924,1
397919,397924,1
336450,397924,1
269116,397924,1
124209,397924,1
354880,397924,1
355178,397924,1
352741,397924,1
356806,397924,1
397955,397924,1
330532,397924,1
412226,397924,1
359295,397924,1
357572,397924,1
324994,397924,1
408596,397924,1
350523,397924,1
354885,397924,1
355186,397924,1
355185,397924,1
352768,397924,1
277287,397924,1
356809,406933,1
337328,406933,1
332000,406933,1
415692,406933,1
411123,406933,1
349626,406933,1
351920,406933,1
357661,406933,1
404792,406933,1
352991,406933,1
342551,406933,1
352740,406933,1
356807,406933,1
407778,406933,1
357567,406933,1
354876,406933,1
355181,406933,1
354886,406933,1
361036,406933,1
404793,406933,1
408600,406933,1
331746,406933,1
361044,406933,1
325632,406933,1
269359,406933,1
412230,406933,1
336503,406933,1
361038,406933,1
329510,406933,1
354891,406933,1
357662,406933,1
398248,406933,1
357582,406933,1
351916,406933,1
405951,406933,1
354871,406933,1
349615,406933,1
324905,406933,1
351979,406933,1
355184,406933,1
354897,406933,1
408597,406933,1
352736,406933,1
405919,406933,1
405872,406933,1
354879,406933,1
355839,406933,1
360387,406933,1
357663,406933,1
400788,406933,1
361042,406933,1
352881,406933,1
352993,406933,1
351762,406933,1
397923,406933,1
404785,406933,1
360459,406933,1
354883,406933,1
397919,406933,1
358941,406933,1
336450,406933,1
269116,406933,1
124209,406933,1
352992,406933,1
354880,406933,1
355178,406933,1
352741,406933,1
356806,406933,1
330532,406933,1
412226,406933,1
359295,406933,1
357572,406933,1
324994,406933,1
408596,406933,1
355948,406933,1
350523,406933,1
395237,406933,1
355186,406933,1
355185,406933,1
277287,406933,1
395698,352736,1
356809,352736,1
337328,352736,1
397983,352736,1
332000,352736,1
415692,352736,1
411123,352736,1
349626,352736,1
357570,352736,1
422779,352736,1
351920,352736,1
357661,352736,1
408601,352736,1
404792,352736,1
405953,352736,1
404397,352736,1
352991,352736,1
360428,352736,1
342551,352736,1
352740,352736,1
356807,352736,1
414479,352736,1
407778,352736,1
357567,352736,1
397927,352736,1
355181,352736,1
354886,352736,1
361036,352736,1
404793,352736,1
349681,352736,1
404398,352736,1
408600,352736,1
407776,352736,1
327665,352736,1
422282,352736,1
331746,352736,1
361044,352736,1
325632,352736,1
422202,352736,1
350269,352736,1
269359,352736,1
350276,352736,1
412230,352736,1
336503,352736,1
408653,352736,1
361038,352736,1
360457,352736,1
329510,352736,1
354891,352736,1
357662,352736,1
411381,352736,1
398248,352736,1
356805,352736,1
357582,352736,1
351916,352736,1
352853,352736,1
405951,352736,1
354871,352736,1
349615,352736,1
352194,352736,1
350427,352736,1
324905,352736,1
422201,352736,1
355184,352736,1
354897,352736,1
408597,352736,1
397924,352736,1
406933,352736,1
404789,352736,1
346381,352736,1
411140,352736,1
411105,352736,1
405919,352736,1
354874,352736,1
352735,352736,1
405872,352736,1
354879,352736,1
355839,352736,1
360387,352736,1
341192,352736,1
357663,352736,1
400788,352736,1
405871,352736,1
361042,352736,1
398696,352736,1
354861,352736,1
352881,352736,1
398697,352736,1
351762,352736,1
397923,352736,1
404785,352736,1
360459,352736,1
354883,352736,1
401170,352736,1
397919,352736,1
358941,352736,1
336450,352736,1
269116,352736,1
124209,352736,1
352992,352736,1
397917,352736,1
354880,352736,1
355178,352736,1
352741,352736,1
356806,352736,1
397955,352736,1
330532,352736,1
394776,352736,1
352764,352736,1
412226,352736,1
359295,352736,1
352737,352736,1
357572,352736,1
350422,352736,1
324994,352736,1
408596,352736,1
355948,352736,1
350523,352736,1
412603,352736,1
395237,352736,1
354885,352736,1
355186,352736,1
355185,352736,1
336462,352736,1
352768,352736,1
277287,352736,1
405897,352736,1
356809,404789,1
332000,404789,1
411123,404789,1
349626,404789,1
357570,404789,1
422779,404789,1
351920,404789,1
405953,404789,1
352991,404789,1
342551,404789,1
356807,404789,1
414479,404789,1
407778,404789,1
357567,404789,1
355181,404789,1
354886,404789,1
361036,404789,1
404793,404789,1
408600,404789,1
331746,404789,1
361044,404789,1
269359,404789,1
412230,404789,1
336503,404789,1
361038,404789,1
329510,404789,1
357662,404789,1
398248,404789,1
357582,404789,1
351916,404789,1
352853,404789,1
354871,404789,1
422201,404789,1
354897,404789,1
408597,404789,1
352736,404789,1
405919,404789,1
405872,404789,1
354879,404789,1
360387,404789,1
357663,404789,1
351762,404789,1
404785,404789,1
360459,404789,1
354883,404789,1
397919,404789,1
336450,404789,1
269116,404789,1
124209,404789,1
352992,404789,1
355178,404789,1
352741,404789,1
356806,404789,1
330532,404789,1
412226,404789,1
359295,404789,1
352737,404789,1
357572,404789,1
324994,404789,1
408596,404789,1
355948,404789,1
350523,404789,1
355186,404789,1
352768,404789,1
277287,404789,1
405897,404789,1
397983,360427,1
332000,360427,1
411123,360427,1
349626,360427,1
422779,360427,1
352991,360427,1
342551,360427,1
352740,360427,1
356807,360427,1
414479,360427,1
407778,360427,1
357567,360427,1
355181,360427,1
354886,360427,1
361036,360427,1
404793,360427,1
408600,360427,1
422282,360427,1
331746,360427,1
361044,360427,1
422202,360427,1
269359,360427,1
412230,360427,1
336503,360427,1
361038,360427,1
329510,360427,1
354891,360427,1
357662,360427,1
398248,360427,1
357582,360427,1
351916,360427,1
354871,360427,1
422201,360427,1
408597,360427,1
405919,360427,1
405872,360427,1
354879,360427,1
360387,360427,1
351762,360427,1
404785,360427,1
360459,360427,1
354883,360427,1
397919,360427,1
269116,360427,1
355178,360427,1
352741,360427,1
330532,360427,1
412226,360427,1
359295,360427,1
357572,360427,1
324994,360427,1
408596,360427,1
350523,360427,1
355186,360427,1
352768,360427,1
397983,346381,1
349626,346381,1
422779,346381,1
405953,346381,1
342551,346381,1
356807,346381,1
354876,346381,1
355181,346381,1
404793,346381,1
331746,346381,1
361044,346381,1
325632,346381,1
269359,346381,1
336503,346381,1
361038,346381,1
329510,346381,1
354891,346381,1
357662,346381,1
398248,346381,1
351916,346381,1
354871,346381,1
408597,346381,1
397924,346381,1
352736,346381,1
405919,346381,1
405872,346381,1
360387,346381,1
405871,346381,1
361042,346381,1
351762,346381,1
360459,346381,1
354883,346381,1
397919,346381,1
358941,346381,1
336450,346381,1
269116,346381,1
352992,346381,1
397917,346381,1
355178,346381,1
356806,346381,1
412226,346381,1
359295,346381,1
352737,346381,1
357572,346381,1
350422,346381,1
324994,346381,1
408596,346381,1
350523,346381,1
355186,346381,1
336462,346381,1
277287,346381,1
405897,346381,1
356809,397622,1
397983,397622,1
349626,397622,1
351920,397622,1
342551,397622,1
357567,397622,1
355181,397622,1
354886,397622,1
404793,397622,1
331746,397622,1
361044,397622,1
325632,397622,1
269359,397622,1
336503,397622,1
361038,397622,1
329510,397622,1
357662,397622,1
398248,397622,1
357582,397622,1
351916,397622,1
354871,397622,1
354897,397622,1
408597,397622,1
405919,397622,1
352735,397622,1
405872,397622,1
360387,397622,1
405871,397622,1
361042,397622,1
351762,397622,1
360459,397622,1
354883,397622,1
397919,397622,1
358941,397622,1
336450,397622,1
269116,397622,1
352992,397622,1
355178,397622,1
352741,397622,1
356806,397622,1
330532,397622,1
412226,397622,1
359295,397622,1
357572,397622,1
350422,397622,1
324994,397622,1
408596,397622,1
350523,397622,1
395237,397622,1
355186,397622,1
336462,397622,1
277287,397622,1
356809,411140,1
397983,411140,1
349626,411140,1
351920,411140,1
404792,411140,1
405953,411140,1
342551,411140,1
356807,411140,1
357567,411140,1
354876,411140,1
355181,411140,1
354886,411140,1
404793,411140,1
327665,411140,1
331746,411140,1
361044,411140,1
325632,411140,1
422202,411140,1
269359,411140,1
336503,411140,1
408653,411140,1
361038,411140,1
329510,411140,1
354891,411140,1
357662,411140,1
398248,411140,1
357582,411140,1
351916,411140,1
405951,411140,1
354871,411140,1
324905,411140,1
355184,411140,1
354897,411140,1
408597,411140,1
352736,411140,1
405919,411140,1
352735,411140,1
405872,411140,1
354879,411140,1
355839,411140,1
360387,411140,1
361042,411140,1
398697,411140,1
351762,411140,1
397923,411140,1
360459,411140,1
354883,411140,1
397919,411140,1
358941,411140,1
336450,411140,1
269116,411140,1
355178,411140,1
352741,411140,1
356806,411140,1
330532,411140,1
394776,411140,1
412226,411140,1
359295,411140,1
352737,411140,1
357572,411140,1
350422,411140,1
324994,411140,1
408596,411140,1
350523,411140,1
395237,411140,1
355186,411140,1
355185,411140,1
336462,411140,1
277287,411140,1
356809,411105,1
397983,411105,1
349626,411105,1
422779,411105,1
351920,411105,1
342551,411105,1
356807,411105,1
357567,411105,1
355181,411105,1
354886,411105,1
404793,411105,1
331746,411105,1
361044,411105,1
325632,411105,1
269359,411105,1
336503,411105,1
361038,411105,1
329510,411105,1
354891,411105,1
357662,411105,1
398248,411105,1
357582,411105,1
351916,411105,1
354871,411105,1
355184,411105,1
354897,411105,1
408597,411105,1
352736,411105,1
405919,411105,1
352735,411105,1
405872,411105,1
354879,411105,1
360387,411105,1
361042,411105,1
351762,411105,1
360459,411105,1
354883,411105,1
397919,411105,1
336450,411105,1
269116,411105,1
355178,411105,1
